#Event,WhiteElo,BlackElo,Ply,Result
19654,2762,2711,81,1/2-1/2
19655,2214,2237,17,1/2-1/2
19656,2626,2571,84,1/2-1/2
19657,2244,2262,14,1/2-1/2
19658,2208,2139,66,1/2-1/2
19659,2402,2224,69,1/2-1/2
19660,2324,2346,81,1-0
19661,2215,2390,27,1/2-1/2
19662,2435,2234,92,1/2-1/2
19663,2481,2401,63,1/2-1/2
19664,2476,2248,115,1-0
19665,2321,2529,82,1/2-1/2
19666,2188,2134,91,1/2-1/2
19667,1745,2282,110,0-1
19668,2277,2375,87,1-0
19669,1905,2072,120,0-1
19670,2445,2431,88,0-1
19671,1866,1947,130,1/2-1/2
19672,2293,2468,72,1-0
19673,2663,2501,61,1-0
19674,2529,2445,135,1-0
19675,1946,2263,50,0-1
19676,2519,2296,119,1-0
19677,2291,2285,54,1/2-1/2
19678,2534,2380,33,1/2-1/2
19679,2313,2614,96,0-1
19680,1983,2146,45,1-0
19681,2086,2387,62,1/2-1/2
19682,2137,1979,60,0-1
19683,2333,2007,65,1-0
19684,2520,2321,47,1-0
19685,2240,2486,182,0-1
19686,1995,2127,42,0-1
19687,2148,2023,73,1-0
19688,2422,2106,106,1/2-1/2
19689,2689,2648,83,1/2-1/2
19690,2099,1601,79,1-0
19691,2306,2207,156,0-1
19692,1784,2245,72,0-1
19693,2206,2130,123,1-0
19694,2163,2215,71,1-0
19695,2161,2052,77,1-0
19696,2236,2338,69,1-0
19697,2191,2523,84,0-1
19698,2291,2421,91,1-0
19699,2417,2378,143,1/2-1/2
19700,1923,1625,35,1-0
19701,2291,2386,106,0-1
19702,2801,2706,63,0-1
19703,2072,2384,80,0-1
19704,2299,2444,97,1/2-1/2
19705,2389,2548,56,0-1
19706,2181,2552,36,0-1
19707,1702,1405,75,1-0
19708,2288,2013,59,1-0
19709,2301,2130,71,1-0
19710,2632,2542,61,1-0
19711,2402,2229,95,1-0
19712,2677,2459,92,0-1
19713,2692,2426,85,1-0
19714,2220,2451,78,0-1
19715,1960,2144,60,0-1
19716,2296,1994,57,1-0
19717,1873,1578,67,1-0
19718,2321,2515,112,1/2-1/2
19719,1867,2008,72,0-1
19720,2625,2380,138,1/2-1/2
19721,2238,2443,161,1-0
19722,2505,2196,81,1-0
19723,1890,2257,160,0-1
19724,2098,2276,75,1-0
19725,2332,2370,43,1/2-1/2
19726,2206,2301,74,1/2-1/2
19727,2326,2509,92,0-1
19728,2065,1990,81,1-0
19729,2355,2115,123,1-0
19730,2239,2312,84,0-1
19731,1555,1722,99,1/2-1/2
19732,2239,2035,96,1/2-1/2
19733,2625,2484,87,1-0
19734,2500,2531,132,1/2-1/2
19735,2307,2007,37,1-0
19736,2466,2213,83,1-0
19737,2473,2222,48,1-0
19738,2575,2544,107,1-0
19739,2378,2787,94,0-1
19740,2429,2379,104,0-1
19741,2313,2225,126,0-1
19742,2462,2182,77,1-0
19743,2166,1929,139,1-0
19744,2118,1795,105,1-0
19745,2027,2313,47,1-0
19746,2622,2406,81,1-0
19747,2753,2751,74,0-1
19748,2203,2047,62,1/2-1/2
19749,2166,1853,199,1/2-1/2
19750,2098,2006,79,1-0
19751,1983,2141,88,0-1
19752,2429,2559,83,1/2-1/2
19753,1394,1537,121,1/2-1/2
19754,2641,2645,98,1/2-1/2
19755,1875,1659,80,1/2-1/2
19756,2726,2816,60,1/2-1/2
19757,2444,2450,79,1/2-1/2
19758,1922,2151,123,1/2-1/2
19759,2317,2472,54,0-1
19760,2229,1841,55,1-0
19761,2121,1881,102,1-0
19762,2083,2492,88,0-1
19763,2130,1844,71,1-0
19764,2020,2015,112,1/2-1/2
19765,2242,1681,111,1-0
19766,2258,2321,34,1/2-1/2
19767,1608,2092,119,1/2-1/2
19768,2144,2072,131,1-0
19769,1682,1781,62,0-1
19770,2601,2450,147,1/2-1/2
19771,2006,2025,88,0-1
19772,2074,2009,156,1/2-1/2
19773,2010,2121,76,0-1
19774,1920,1381,108,1/2-1/2
19775,1891,2326,72,0-1
19776,2722,2589,144,1/2-1/2
19777,2495,2501,59,1/2-1/2
19778,1704,2124,85,1/2-1/2
19779,2247,2098,193,1/2-1/2
19780,2293,2579,52,0-1
19781,2023,2348,61,0-1
19782,2269,2081,53,1-0
19783,2635,2567,61,1/2-1/2
19784,2491,2069,72,1-0
19785,2147,2340,56,0-1
19786,2165,1985,83,1/2-1/2
19787,2271,2277,108,1-0
19788,2638,2581,83,1-0
19789,2556,2696,93,1-0
19790,2237,2292,20,1/2-1/2
19791,2152,2188,82,1/2-1/2
19792,2496,2666,113,1-0
19793,1734,1866,96,0-1
19794,1976,1670,65,1-0
19795,2123,2267,55,0-1
19796,2531,2515,31,1/2-1/2
19797,1916,2097,132,0-1
19798,2486,2339,59,1-0
19799,2384,2320,65,1-0
19800,2282,1984,70,1/2-1/2
19801,2568,2268,47,1-0
19802,2168,2448,118,0-1
19803,2508,2225,54,0-1
19804,1712,1883,90,0-1
19805,2469,2376,85,1-0
19806,2200,2044,99,1-0
19807,2267,2338,35,1-0
19808,2498,2392,139,1/2-1/2
19809,2330,2343,13,1/2-1/2
19810,1932,2087,47,1/2-1/2
19811,1861,2150,85,1-0
19812,1999,2049,74,0-1
19813,2422,1880,81,1-0
19814,2162,1861,142,0-1
19815,2030,1987,74,1/2-1/2
19816,2302,2006,57,1-0
19817,1994,2564,102,0-1
19818,2359,2227,45,1-0
19819,2468,2446,77,1-0
19820,2264,2422,109,1-0
19821,2298,2267,13,1/2-1/2
19822,2526,2701,91,1/2-1/2
19823,2498,2293,75,1-0
19824,1780,2021,54,0-1
19825,2572,2383,77,1-0
19826,2661,2383,59,1/2-1/2
19827,2137,2322,130,0-1
19828,2108,2460,106,0-1
19829,2501,2507,69,1/2-1/2
19830,2471,2237,39,1-0
19831,1962,2323,100,0-1
19832,2506,2338,64,0-1
19833,2338,2548,61,1/2-1/2
19834,2731,2757,94,0-1
19835,2682,2488,87,1-0
19836,2705,1856,79,1-0
19837,2497,2498,129,1-0
19838,2005,2353,71,1/2-1/2
19839,1673,1881,82,0-1
19840,2348,2365,24,1/2-1/2
19841,2447,2427,16,1/2-1/2
19842,2362,2234,173,1-0
19843,1858,2219,72,0-1
19844,2534,2316,93,1-0
19845,2330,2040,95,1/2-1/2
19846,1952,2060,67,1-0
19847,1970,2483,112,0-1
19848,1882,2111,54,1/2-1/2
19849,2321,2077,120,1/2-1/2
19850,2700,2566,99,1-0
19851,1764,2424,40,0-1
19852,2492,2619,64,0-1
19853,2285,1903,54,1-0
19854,2227,2405,76,0-1
19855,2520,2624,111,1/2-1/2
19856,1736,2047,106,0-1
19857,2253,2088,110,0-1
19858,2336,2418,89,1/2-1/2
19859,2284,2100,47,1-0
19860,2044,1780,36,1/2-1/2
19861,1958,1836,137,1-0
19862,2243,2245,77,1-0
19863,1961,2172,158,0-1
19864,2074,2368,134,1/2-1/2
19865,2246,1934,49,1-0
19866,1683,2165,48,0-1
19867,2317,2047,89,1-0
19868,2409,2357,95,1-0
19869,2364,2105,92,1/2-1/2
19870,2429,2269,58,0-1
19871,2251,2180,73,1-0
19872,2607,2078,51,1-0
19873,2261,2204,143,1-0
19874,2374,1916,63,1/2-1/2
19875,1795,1849,117,1/2-1/2
19876,2132,2046,59,1/2-1/2
19877,2380,2227,133,1-0
19878,2227,2402,165,1-0
19879,2670,2183,59,1-0
19880,2562,2276,68,1-0
19881,2177,2520,73,1/2-1/2
19882,2439,2187,95,1-0
19883,2130,1894,83,1/2-1/2
19884,2188,2174,13,1/2-1/2
19885,2482,2437,83,1-0
19886,2252,1828,141,1-0
19887,1954,2424,106,0-1
19888,2181,2265,32,1/2-1/2
19889,2351,2456,109,1/2-1/2
19890,2480,2310,51,1-0
19891,2252,2448,79,1/2-1/2
19892,1992,1792,116,0-1
19893,2043,2486,68,0-1
19894,2132,1946,72,0-1
19895,1845,1679,52,1-0
19896,2383,2534,69,1/2-1/2
19897,2624,2059,22,1-0
19898,2270,2527,61,1/2-1/2
19899,2526,2237,123,1-0
19900,2349,2427,93,1-0
19901,2488,2174,94,0-1
19902,2308,2161,115,1-0
19903,1797,2078,82,0-1
19904,2116,1793,58,0-1
19905,1706,1575,66,0-1
19906,2154,1935,95,1-0
19907,2561,2520,97,1-0
19908,2480,2297,83,1-0
19909,1857,2245,62,0-1
19910,1355,2403,48,0-1
19911,1324,1669,82,0-1
19912,1605,1914,114,0-1
19913,2097,1966,67,1-0
19914,2466,2255,99,1-0
19915,2066,2263,162,0-1
19916,1738,2288,68,0-1
19917,1943,2001,107,1-0
19918,2230,2503,84,0-1
19919,2417,2471,16,1/2-1/2
19920,2539,2645,72,0-1
19921,2407,2088,45,1-0
19922,1992,1794,113,1-0
19923,2158,2113,105,1-0
19924,2696,2642,87,1/2-1/2
19925,1914,1803,81,1-0
19926,1514,1856,40,0-1
19927,2773,2734,74,0-1
19928,1791,1626,87,1/2-1/2
19929,2147,2006,125,1/2-1/2
19930,2189,1992,170,1/2-1/2
19931,2562,2710,118,1/2-1/2
19932,2283,1937,74,0-1
19933,2334,2244,69,1-0
19934,2069,2287,43,1/2-1/2
19935,1904,1600,118,0-1
19936,2651,2657,67,1-0
19937,2005,2108,90,0-1
19938,2523,2245,95,1/2-1/2
19939,2431,2151,97,1-0
19940,1996,2109,44,1/2-1/2
19941,2560,2459,93,1-0
19942,2555,2240,107,1-0
19943,2367,2037,77,1-0
19944,2055,2010,68,0-1
19945,2407,2428,144,1/2-1/2
19946,2686,2313,62,1-0
19947,2528,2222,71,1-0
19948,2178,2292,76,1/2-1/2
19949,2389,2464,80,0-1
19950,2220,1941,53,1-0
19951,2405,2279,57,1-0
19952,1880,2177,138,0-1
19953,2639,2606,103,1-0
19954,2038,1649,95,1-0
19955,2153,1808,39,1-0
19956,2249,2306,16,1/2-1/2
19957,1800,1981,82,0-1
19958,2428,2220,72,1-0
19959,2252,2335,95,1/2-1/2
19960,2289,2537,94,0-1
19961,1546,1756,81,1-0
19962,1975,2214,111,1-0
19963,2006,1882,127,1-0
19964,2091,1761,123,1-0
19965,2297,1995,82,1/2-1/2
19966,2342,2541,53,1/2-1/2
19967,2320,2462,55,1/2-1/2
19968,2417,2104,92,0-1
19969,1788,2035,68,0-1
19970,2256,2130,86,0-1
19971,2435,2330,87,1-0
19972,2238,2465,52,0-1
19973,2662,2363,77,1-0
19974,1945,2245,108,0-1
19975,2167,2143,72,0-1
19976,2696,2607,119,1-0
19977,2231,2347,75,1-0
19978,2227,2227,144,0-1
19979,2414,1713,69,1-0
19980,2168,1992,79,1-0
19981,2430,1889,69,1-0
19982,2700,2245,43,1-0
19983,2358,2331,102,0-1
19984,2518,2619,45,1/2-1/2
19985,2417,1993,62,1-0
19986,2060,1809,65,1-0
19987,2355,2218,63,1-0
19988,1909,2211,52,0-1
19989,2198,2369,84,0-1
19990,1789,2213,88,0-1
19991,2474,2276,79,1-0
19992,1981,2298,76,0-1
19993,2435,2594,90,0-1
19994,2503,2335,120,1/2-1/2
19995,1798,1752,75,1-0
19996,2042,1571,123,1-0
19997,2542,2393,70,0-1
19998,2335,2436,64,0-1
19999,1732,2008,42,0-1
20000,2522,2603,106,0-1
20001,1690,2248,98,1/2-1/2
20002,2320,2423,88,0-1
20003,1963,1798,34,1-0
20004,1881,2141,94,0-1
20005,1647,1399,52,1/2-1/2
20006,1803,2215,102,0-1
20007,2107,2388,114,1/2-1/2
20008,2643,2556,77,1-0
20009,2198,2117,90,0-1
20010,2213,1898,55,1-0
20011,1676,1528,27,1-0
20012,2198,2521,44,0-1
20013,2398,2187,93,1-0
20014,2543,2605,61,1/2-1/2
20015,2005,1912,37,1/2-1/2
20016,2715,2707,67,1/2-1/2
20017,2305,2458,67,0-1
20018,2096,2028,44,1-0
20019,2381,2212,51,1-0
20020,2024,2269,146,0-1
20021,2262,2174,104,1/2-1/2
20022,2308,1979,53,1-0
20023,2572,2679,98,0-1
20024,2431,2192,70,1-0
20025,2399,2025,71,1-0
20026,2341,2097,47,1-0
20027,2608,2277,84,1-0
20028,2687,2617,124,1/2-1/2
20029,2597,2404,73,1-0
20030,2392,2377,85,1/2-1/2
20031,2030,2027,105,1/2-1/2
20032,2651,2498,86,1/2-1/2
20033,2172,2049,35,1/2-1/2
20034,2201,2183,183,1-0
20035,2130,2327,47,1/2-1/2
20036,2163,2520,78,0-1
20037,2723,2721,115,1/2-1/2
20038,1805,2132,82,0-1
20039,1801,1614,55,1-0
20040,2577,2711,103,1/2-1/2
20041,2674,2397,120,1-0
20042,1573,2023,89,0-1
20043,1941,2215,114,0-1
20044,2491,2491,51,1/2-1/2
20045,2254,2387,71,1-0
20046,2397,2549,112,1/2-1/2
20047,2572,2384,69,1-0
20048,2012,1908,63,1-0
20049,2387,2216,81,1-0
20050,2637,1782,43,1-0
20051,2563,2620,94,0-1
20052,2241,2312,59,1/2-1/2
20053,2376,2293,85,1-0
20054,2340,2212,75,1-0
20055,2274,2352,48,0-1
20056,1812,2043,78,0-1
20057,2269,2439,130,1/2-1/2
20058,2354,2150,85,1-0
20059,2330,2131,132,0-1
20060,2388,1783,81,1-0
20061,2339,2224,50,1/2-1/2
20062,2069,1959,97,1/2-1/2
20063,2317,2228,68,0-1
20064,2698,2733,140,1/2-1/2
20065,2375,1940,67,1-0
20066,2337,2347,85,1-0
20067,1880,2044,80,1-0
20068,2331,2300,38,1/2-1/2
20069,2097,2442,79,1-0
20070,2128,2335,110,1/2-1/2
20071,1957,2074,84,0-1
20072,2212,1950,44,1-0
20073,1708,2016,42,0-1
20074,2579,2277,55,1/2-1/2
20075,2015,1790,91,1-0
20076,2088,2426,56,0-1
20077,2191,1998,61,1-0
20078,2457,2446,75,1/2-1/2
20079,2185,2021,133,1-0
20080,2517,2333,85,1-0
20081,1647,1602,51,1-0
20082,2226,2489,86,0-1
20083,2379,2303,62,0-1
20084,2274,2077,95,1-0
20085,2445,1841,65,1-0
20086,2721,2783,127,1-0
20087,1534,1781,46,0-1
20088,2115,1960,79,1-0
20089,1492,1860,81,0-1
20090,2360,2390,16,1/2-1/2
20091,2442,2425,53,1/2-1/2
20092,1982,2041,56,0-1
20093,2613,2478,140,0-1
20094,2485,2326,61,1-0
20095,2185,2112,65,1-0
20096,2605,2495,99,1-0
20097,2754,2721,132,0-1
20098,1884,2228,93,1-0
20099,2575,2030,37,1-0
20100,2518,2518,17,1/2-1/2
20101,1749,1514,39,1-0
20102,2510,2213,65,1-0
20103,2724,2565,69,1-0
20104,1537,1860,80,0-1
20105,2399,2559,68,0-1
20106,2259,2125,128,1-0
20107,1984,1674,110,0-1
20108,2560,2315,87,1-0
20109,2098,2222,92,0-1
20110,2612,2543,93,1-0
20111,1605,2012,116,0-1
20112,1922,1899,45,1-0
20113,2427,2542,58,0-1
20114,2178,1897,85,1-0
20115,2349,2213,44,1/2-1/2
20116,2170,2364,82,0-1
20117,2209,2435,52,0-1
20118,2278,2449,69,0-1
20119,2312,2237,67,1-0
20120,2093,2257,142,0-1
20121,2625,2701,152,1/2-1/2
20122,2484,2027,31,1-0
20123,2188,2384,38,1/2-1/2
20124,2713,2757,28,1/2-1/2
20125,1893,2457,70,0-1
20126,2092,2186,85,1/2-1/2
20127,2685,2622,112,1/2-1/2
20128,2533,2635,99,1-0
20129,2370,2435,161,1-0
20130,1520,1711,34,0-1
20131,2632,2656,130,0-1
20132,2064,1888,81,1/2-1/2
20133,2427,2528,85,1/2-1/2
20134,2318,2304,35,1/2-1/2
20135,2168,1713,71,1-0
20136,2112,1863,83,1-0
20137,2501,2606,51,1-0
20138,2468,2314,91,1-0
20139,2022,2163,67,1-0
20140,2411,2461,73,1-0
20141,2432,2440,69,1-0
20142,2359,2421,137,1/2-1/2
20143,1998,2102,42,1/2-1/2
20144,2650,2614,29,1/2-1/2
20145,2150,2081,84,0-1
20146,2509,2456,77,1-0
20147,2281,2115,114,0-1
20148,2567,2629,78,0-1
20149,2103,2186,107,1-0
20150,2412,2386,114,1/2-1/2
20151,2500,2149,68,0-1
20152,2044,1786,85,1-0
20153,2257,2162,102,1/2-1/2
20154,1683,2157,204,0-1
20155,2299,2254,85,1-0
20156,2093,2347,67,1-0
20157,2103,2170,93,1/2-1/2
20158,2473,2068,80,1-0
20159,2490,2453,105,1/2-1/2
20160,2065,2266,120,0-1
20161,1734,1531,43,1-0
20162,2374,2390,91,1-0
20163,2248,2303,51,1-0
20164,2562,2300,129,1-0
20165,2190,2573,80,0-1
20166,2161,1955,108,1/2-1/2
20167,2000,2438,69,1/2-1/2
20168,2553,2320,101,1-0
20169,2373,2382,19,1/2-1/2
20170,1839,2276,62,0-1
20171,2457,2362,53,1-0
20172,1680,1947,26,1/2-1/2
20173,1947,1747,71,1-0
20174,2347,2250,52,1-0
20175,2648,2380,84,1-0
20176,2579,2442,101,1-0
20177,2077,1903,69,1-0
20178,2354,2459,47,1-0
20179,2072,2437,72,0-1
20180,2286,2451,128,1/2-1/2
20181,2037,2352,64,0-1
20182,2215,1956,112,1/2-1/2
20183,2464,2385,57,1-0
20184,2112,1808,59,1-0
20185,1949,2315,80,0-1
20186,2610,2504,89,1-0
20187,2274,2358,67,1-0
20188,1928,2164,101,1/2-1/2
20189,2502,2524,39,1/2-1/2
20190,2458,2114,71,1-0
20191,1971,2242,109,1/2-1/2
20192,2458,2526,90,1/2-1/2
20193,2376,2629,57,1/2-1/2
20194,2101,1922,117,1-0
20195,2410,2140,91,1-0
20196,2288,2441,84,1/2-1/2
20197,2222,2149,285,1-0
20198,2159,2307,60,0-1
20199,2202,2158,150,1/2-1/2
20200,2398,2729,80,0-1
20201,2315,2447,68,1/2-1/2
20202,2157,2305,61,1/2-1/2
20203,2065,1803,73,1/2-1/2
20204,2101,2238,117,1-0
20205,2408,2106,53,1-0
20206,2312,2499,98,0-1
20207,2610,2620,111,1/2-1/2
20208,2612,2582,73,1-0
20209,2054,2126,74,0-1
20210,1806,1845,30,1/2-1/2
20211,2215,1965,49,1-0
20212,2575,2664,25,1-0
20213,2160,1709,63,1-0
20214,2536,2422,33,1/2-1/2
20215,2332,2663,84,0-1
20216,2039,1929,75,1-0
20217,2217,2017,56,0-1
20218,2778,2684,74,1-0
20219,2524,2340,123,1-0
20220,2222,2355,133,1-0
20221,2358,2371,88,1/2-1/2
20222,1954,2082,117,1/2-1/2
20223,2317,2412,128,0-1
20224,2297,2363,72,0-1
20225,2567,2359,137,1-0
20226,2345,2339,160,0-1
20227,2083,1645,81,1-0
20228,2245,1963,71,1-0
20229,2243,2256,131,1-0
20230,2459,2556,120,0-1
20231,2379,2618,108,0-1
20232,2406,2304,85,1-0
20233,2312,2540,52,0-1
20234,2471,2340,55,1-0
20235,2401,2457,62,1/2-1/2
20236,2119,1938,75,1-0
20237,2352,1982,73,1-0
20238,2514,2421,23,1/2-1/2
20239,2444,2034,97,1-0
20240,2378,2287,132,1/2-1/2
20241,2545,2511,73,1-0
20242,2388,2521,118,0-1
20243,1945,2023,57,1-0
20244,1828,2195,106,0-1
20245,2433,2470,127,0-1
20246,2405,2592,137,1-0
20247,2522,2054,71,1-0
20248,1966,2053,139,1-0
20249,1951,2054,102,0-1
20250,2293,2116,71,1-0
20251,2527,2282,55,1-0
20252,2327,2518,108,0-1
20253,2763,2548,53,1/2-1/2
20254,2191,2360,112,1-0
20255,2237,2306,104,0-1
20256,2201,2327,99,1-0
20257,2546,2775,221,1-0
20258,2554,2480,38,1/2-1/2
20259,1990,1661,69,1-0
20260,2429,2452,70,1/2-1/2
20261,2297,2400,159,1/2-1/2
20262,2709,2801,99,1/2-1/2
20263,2679,2617,89,1/2-1/2
20264,1979,2251,54,0-1
20265,2074,2433,114,0-1
20266,2442,2261,159,1/2-1/2
20267,2245,1938,48,1-0
20268,2707,2163,79,1-0
20269,1737,1797,61,1/2-1/2
20270,2566,2412,102,0-1
20271,2622,2657,102,0-1
20272,1648,1854,70,0-1
20273,2544,2637,92,1/2-1/2
20274,2309,2457,44,1/2-1/2
20275,2025,2200,40,1/2-1/2
20276,2538,2485,126,1/2-1/2
20277,1959,2345,121,1/2-1/2
20278,2452,2275,31,1/2-1/2
20279,2300,2423,90,0-1
20280,1482,1688,113,1/2-1/2
20281,2010,1924,191,1-0
20282,2255,2118,76,1/2-1/2
20283,1659,1784,122,0-1
20284,2460,2402,67,1-0
20285,2433,2559,94,1/2-1/2
20286,2287,2565,76,0-1
20287,2216,2182,48,1-0
20288,2456,2132,79,1-0
20289,2198,2537,40,0-1
20290,1928,2191,112,1/2-1/2
20291,1595,1924,83,0-1
20292,1897,2106,15,1/2-1/2
20293,2430,2363,87,1-0
20294,2361,2143,83,1-0
20295,1708,1912,51,1/2-1/2
20296,2490,2191,123,1-0
20297,2414,2339,82,1/2-1/2
20298,2345,1840,57,1-0
20299,2283,2082,65,1-0
20300,2007,1758,80,0-1
20301,2038,1936,65,1-0
20302,2077,2293,59,1/2-1/2
20303,2338,2041,116,1-0
20304,2003,2150,66,0-1
20305,2496,2358,127,1-0
20306,2410,2171,154,1/2-1/2
20307,2698,2261,129,1-0
20308,2499,2421,117,1-0
20309,2738,2525,105,1-0
20310,1823,1699,71,1-0
20311,2142,2011,74,0-1
20312,2537,2575,42,1/2-1/2
20313,2395,1990,89,1-0
20314,1934,2517,70,0-1
20315,1717,2174,94,0-1
20316,1947,2094,76,0-1
20317,2231,2176,105,1/2-1/2
20318,2250,1991,81,1-0
20319,1978,2505,226,0-1
20320,2248,2438,91,1-0
20321,1936,2083,21,1-0
20322,2349,2104,47,1-0
20323,2271,2046,38,1-0
20324,2641,2571,107,1/2-1/2
20325,2154,2338,66,0-1
20326,2707,2555,111,1/2-1/2
20327,1989,2166,162,1/2-1/2
20328,1896,2028,80,0-1
20329,2210,2504,62,0-1
20330,1787,1684,93,1-0
20331,1924,2088,46,1-0
20332,2326,2352,131,1-0
20333,2276,2434,114,1/2-1/2
20334,2387,2260,49,1-0
20335,2642,2589,107,1/2-1/2
20336,2397,2245,86,0-1
20337,1976,1605,43,1-0
20338,2499,2483,49,1/2-1/2
20339,2473,1990,176,0-1
20340,2319,1999,79,1-0
20341,2098,1901,81,1-0
20342,1916,2304,136,0-1
20343,2403,1989,73,1-0
20344,2003,2126,57,1-0
20345,1540,1872,70,0-1
20346,2083,2325,94,0-1
20347,2115,1834,61,1-0
20348,2612,2641,56,1-0
20349,2083,2405,82,0-1
20350,2274,2579,100,0-1
20351,2338,2468,65,1/2-1/2
20352,2284,2523,216,0-1
20353,2285,2168,96,0-1
20354,2523,2518,36,1/2-1/2
20355,2234,2115,68,0-1
20356,2734,2763,65,1/2-1/2
20357,1960,1499,57,1-0
20358,2514,2405,108,0-1
20359,2554,2557,102,0-1
20360,2594,2642,48,1/2-1/2
20361,2272,2267,119,1-0
20362,2344,2455,93,1-0
20363,2654,2177,103,1-0
20364,2059,1808,43,1-0
20365,2527,2248,59,1/2-1/2
20366,2555,2389,121,1-0
20367,2326,2062,64,1-0
20368,2016,2261,115,1-0
20369,2304,2292,157,1/2-1/2
20370,2525,2565,131,1-0
20371,2621,2687,81,1/2-1/2
20372,2727,2577,103,1-0
20373,2433,2402,115,1-0
20374,2020,2078,116,0-1
20375,2209,1752,59,1-0
20376,2439,2582,60,1/2-1/2
20377,2028,2438,82,0-1
20378,2256,2124,123,1-0
20379,2372,1926,47,1-0
20380,2493,2372,97,1-0
20381,1994,1793,174,1/2-1/2
20382,2404,2663,118,0-1
20383,2129,1803,63,1-0
20384,2155,2158,48,1/2-1/2
20385,2562,2276,45,1-0
20386,2127,1932,55,1-0
20387,2205,2020,79,1-0
20388,1419,2032,53,1-0
20389,2185,1978,133,1-0
20390,2225,2243,23,1/2-1/2
20391,1909,2210,96,1-0
20392,1999,2272,85,0-1
20393,2238,2448,162,0-1
20394,2376,2346,79,1-0
20395,1961,2172,158,0-1
20396,2335,2543,112,0-1
20397,2446,1982,69,1-0
20398,2273,1970,71,1-0
20399,2455,2674,76,1/2-1/2
20400,2176,2331,70,0-1
20401,2492,2075,39,1-0
20402,1641,1962,96,0-1
20403,2625,2699,71,1/2-1/2
20404,2128,2306,58,0-1
20405,2193,2099,67,1-0
20406,2518,2404,57,1-0
20407,2379,2510,44,1/2-1/2
20408,2233,1910,57,1-0
20409,2274,2198,80,0-1
20410,1935,1802,65,1-0
20411,2267,2123,109,0-1
20412,2528,2434,102,0-1
20413,2530,2334,93,1/2-1/2
20414,2027,1824,91,0-1
20415,2522,2631,79,1/2-1/2
20416,2368,2470,108,0-1
20417,1852,1657,71,1-0
20418,2616,2660,84,1/2-1/2
20419,2203,2428,140,0-1
20420,1831,2115,77,0-1
20421,2451,2072,111,1-0
20422,2246,2480,128,0-1
20423,2495,2601,55,1-0
20424,2455,2574,87,1/2-1/2
20425,1824,2012,61,1-0
20426,1848,2128,66,0-1
20427,2282,2368,54,1-0
20428,2430,2500,26,1/2-1/2
20429,2011,2197,98,0-1
20430,2460,2448,31,1/2-1/2
20431,1642,2339,56,0-1
20432,2281,2550,85,1-0
20433,2586,2435,118,0-1
20434,2309,2279,68,0-1
20435,2184,2292,104,0-1
20436,2394,2466,101,1/2-1/2
20437,2156,1965,81,1-0
20438,2117,2273,100,0-1
20439,1789,1928,80,0-1
20440,2051,2369,87,1-0
20441,2170,2131,73,1-0
20442,2179,1744,43,1-0
20443,2365,2210,140,0-1
20444,2439,2314,97,1-0
20445,2701,2616,173,1-0
20446,2295,1964,111,1-0
20447,2240,2256,75,1-0
20448,2502,2475,59,1/2-1/2
20449,2277,2195,119,1-0
20450,2024,2031,62,1/2-1/2
20451,2201,2406,130,0-1
20452,1882,2078,43,1/2-1/2
20453,2300,2532,130,0-1
20454,2338,2489,121,1/2-1/2
20455,2577,2233,150,1/2-1/2
20456,2313,2406,74,0-1
20457,2546,2247,131,1-0
20458,2204,1915,141,1-0
20459,2497,2017,51,1-0
20460,2554,2461,130,1/2-1/2
20461,2251,2466,85,1/2-1/2
20462,2722,2562,93,1-0
20463,2320,2460,80,0-1
20464,2413,2641,50,0-1
20465,2184,2440,26,1/2-1/2
20466,2136,2353,63,1-0
20467,2157,2205,90,0-1
20468,2444,2189,43,1-0
20469,2473,2373,84,0-1
20470,2668,2697,83,1/2-1/2
20471,2033,1960,184,0-1
20472,2391,2443,147,1/2-1/2
20473,2557,2336,72,1-0
20474,2028,1822,56,1-0
20475,1989,1848,99,1-0
20476,2572,2391,105,1-0
20477,2204,1733,67,1-0
20478,1985,1858,136,0-1
20479,2463,2245,67,1-0
20480,2516,2216,138,0-1
20481,1932,1771,69,1/2-1/2
20482,2236,2220,75,1-0
20483,1867,1560,37,1-0
20484,2614,2305,77,1-0
20485,2172,1997,119,1-0
20486,2446,2188,31,1/2-1/2
20487,2298,2199,133,1-0
20488,2546,2683,70,0-1
20489,1747,1875,64,0-1
20490,2519,2705,73,1-0
20491,2526,2625,79,1/2-1/2
20492,1960,1546,29,1-0
20493,2243,2180,82,0-1
20494,2552,2461,90,1/2-1/2
20495,2677,2580,71,1-0
20496,2218,1950,67,1-0
20497,1674,2092,55,1-0
20498,2535,1909,87,1-0
20499,2580,2655,122,1/2-1/2
20500,2314,2220,93,1-0
20501,2507,2560,76,0-1
20502,2497,2375,45,1-0
20503,2373,2591,53,1-0
20504,2571,1988,79,1-0
20505,1878,2331,75,0-1
20506,1726,1893,74,0-1
20507,2472,2547,48,1/2-1/2
20508,2221,2309,88,1/2-1/2
20509,2297,2248,49,1-0
20510,2024,1507,89,1-0
20511,2169,2127,89,1-0
20512,2282,2388,130,1/2-1/2
20513,2309,1970,141,1/2-1/2
20514,2300,2578,92,0-1
20515,2337,1937,87,1-0
20516,2539,2422,71,1/2-1/2
20517,2283,2469,64,0-1
20518,2332,2056,111,1-0
20519,2318,2572,110,0-1
20520,1986,2432,70,1/2-1/2
