Count,Simple Fen
159,r4rk1/pp1qbppp/2n1p3/3pP3/3P4/2R2N2/PP1B1PPP/3QR1K1 b - -
251,r4rk1/pp1qbppp/2n1p3/3pP3/3P4/5N2/PP1B1PPP/2RQR1K1 w - -
383,r4rk1/pp1qppbp/2np1np1/8/2P1P3/2N2P2/PP2N1PP/R1BQ1RK1 b - -
156,r4rk1/pp1qppbp/2np1np1/8/2P1P3/2N2P2/PP2N1PP/R1BQK2R w KQ -
237,r4rk1/pp1qppbp/2np1np1/8/2P1P3/2N5/PP2NPPP/R1BQ1RK1 w - -
104,r4rk1/pp1qppbp/2np1np1/8/2PNP3/2N1B2P/PP3PP1/R2Q1RK1 b - -
442,r4rk1/pp1qppbp/2np1np1/8/2PNP3/2N1BP2/PP4PP/R2Q1RK1 b - -
367,r4rk1/pp1qppbp/2np1np1/8/2PNP3/2N1BP2/PP4PP/R2QK2R w KQ -
118,r4rk1/pp1qppbp/2np1np1/8/2PNP3/4BP2/PP4PP/RN1Q1RK1 w - -
102,r4rk1/pp2bpp1/2p1pn1p/3q3P/3P1B2/5N2/PPP1QPP1/1K1R3R w - -
203,r4rk1/pp2bpp1/2p1pn1p/3q3P/3P4/5N2/PPPBQPP1/1K1R3R w - -
113,r4rk1/pp2bpp1/2p1pn1p/3qN2P/3P4/8/PPPBQPP1/1K1R3R b - -
253,r4rk1/pp2bppp/2b1pn2/q3P1B1/2BQ4/2N5/PPP3PP/2KR3R w - -
240,r4rk1/pp2bppp/2b1pn2/q3P3/2BQ4/2N5/PPPB2PP/2KR3R b - -
114,r4rk1/pp2bppp/2bppn2/q5B1/3QP3/2N2N2/PPP2PPP/1K1RR3 w - -
150,r4rk1/pp2bppp/2bppn2/q5B1/4P3/2N2N2/PPPQ1PPP/1K1RR3 b - -
110,r4rk1/pp2bppp/2n1bn2/q2pN1B1/2pP4/1PN3P1/P3PPBP/R2Q1RK1 w - -
115,r4rk1/pp2bppp/2nqpn2/7b/3P4/1QN1BN1P/PP2BPP1/R2R2K1 b - -
146,r4rk1/pp2bppp/2nqpn2/7b/3P4/1QN1BN1P/PP2BPP1/R4RK1 w - -
106,r4rk1/pp2bppp/2nqpn2/7b/3P4/P1N1BN1P/1P2BPP1/R2Q1RK1 w - -
117,r4rk1/pp2bppp/2nqpn2/7b/3P4/PQN1BN1P/1P2BPP1/R4RK1 b - -
101,r4rk1/pp2ppb1/2n3pp/3P4/4P1b1/4BN2/q3BPPP/1R1Q1RK1 b - -
112,r4rk1/pp2ppb1/2n3pp/8/3PP1b1/4BN2/q3BPPP/1R1Q1RK1 w - -
131,r4rk1/pp2ppbp/2bp1np1/q7/3BPP2/1BN4P/PPP3P1/R2Q1RK1 w - -
217,r4rk1/pp2ppbp/2n2np1/q4b2/5B2/1BN1PN1P/PP2QPP1/2R2RK1 b - -
235,r4rk1/pp2ppbp/2n2np1/q4b2/5B2/1BN1PN1P/PP3PP1/2RQ1RK1 w - -
102,r4rk1/pp2ppbp/2n3p1/q2N1b2/4nB2/1B2PN1P/PP2QPP1/2R2RK1 b - -
199,r4rk1/pp2ppbp/2n3p1/q4b2/4nB2/1BN1PN1P/PP2QPP1/2R2RK1 w - -
145,r4rk1/pp2ppbp/3pbnp1/q5B1/2P1P3/2N2P2/PP1QB1PP/2R1K2R b K -
165,r4rk1/pp2ppbp/3pbnp1/q5B1/2P1P3/2N5/PP1QBPPP/2R1K2R w K -
240,r4rk1/pp2ppbp/3pbnp1/q7/2P1P3/2N1B3/PP1QBPPP/2R1K2R w K -
100,r4rk1/pp2ppbp/3pbnp1/q7/2P1P3/2N1B3/PP1QBPPP/2R2RK1 b - -
186,r4rk1/pp2ppbp/3pbnp1/q7/2P1P3/2N1B3/PP1QBPPP/R4RK1 w - -
292,r4rk1/pp2ppbp/3pbnp1/q7/2P1P3/2N1BP2/PP1QB1PP/2R1K2R b K -
122,r4rk1/pp2ppbp/3pbnp1/q7/2P1P3/2N1BP2/PP1QB1PP/R3K2R w KQ -
100,r4rk1/pp2ppbp/3pbnp1/q7/3BP1P1/2N2P2/PPPQ3P/1K1R1B1R b - -
236,r4rk1/pp2ppbp/3pbnp1/q7/3BP1P1/2N2P2/PPPQ3P/2KR1B1R w - -
127,r4rk1/pp2ppbp/3pbnp1/q7/3BP1P1/P1N2P2/1PPQ3P/2KR1B1R b - -
122,r4rk1/pp2ppbp/3pbnp1/q7/3BP3/1BN2P2/PPPQ2PP/R3K2R w KQ -
102,r4rk1/pp3pbp/2n3p1/q2Npb2/4nB2/1B2PN1P/PP2QPP1/2R2RK1 w - -
150,r4rk1/pp3ppp/2nqpn2/3p4/3P4/2NQPN2/PP3PPP/2R2RK1 b - -
221,r4rk1/pp3ppp/2nqpn2/3p4/3P4/2NQPN2/PP3PPP/R1R3K1 b - -
428,r4rk1/pp3ppp/2nqpn2/3p4/3P4/2NQPN2/PP3PPP/R4RK1 w - -
126,r4rk1/pp3ppp/n1p1p3/3q4/P1N5/8/1PK1Q1PP/R4B1R w - -
104,r4rk1/pp3ppp/n1p1p3/3qQ3/P1N5/8/1PK3PP/R4B1R b - -
236,r4rk1/ppp1bppp/2n5/3q1b2/3P4/P1P2N2/4BPPP/R1BQ1RK1 w - -
111,r4rk1/ppp1bppp/2n5/3q1b2/3P4/P1P2N2/4BPPP/R1BQR1K1 b - -
109,r4rk1/ppp2pp1/2n1bq1p/3p4/Qb1P4/2N1PN2/PP2BPPP/R3K2R w KQ -
100,r4rk1/pppqn1bp/2npb1p1/3Npp2/2P1P3/3PB1P1/PP2NPBP/R2Q1RK1 w - -
186,r4rk1/ppq1ppbp/3pbnp1/8/3BP1P1/2N2P2/PPPQ3P/1K1R1B1R b - -
229,r4rk1/ppq1ppbp/3pbnp1/8/3BP2P/2N2P2/PPPQ2P1/1K1R1B1R b - -
497,r4rk1/ppq1ppbp/3pbnp1/8/3BP3/2N2P2/PPPQ2PP/1K1R1B1R w - -
101,r4rk1/ppq2ppp/2n2n2/2p1pb2/2BP4/P1P1PN1P/1B3PP1/R2Q1RK1 w - -
104,r4rk1/ppqb1p1p/3b2p1/3Q4/3P4/2PB4/P4PPP/R1B2RK1 w - -
153,r4rk1/ppqb2pp/2nbpn2/3p2B1/3P4/3B1N2/PP2NPPP/2RQ1RK1 w - -
154,r4rk1/ppqbppbp/2n3p1/2p5/2BPP3/2P1B3/P3NPPP/1R1Q1RK1 w - -
119,r4rk1/ppqn1ppp/2pb1n2/3p2B1/3P2b1/2PB1N2/PPQN1PPP/R4RK1 w - -
165,r4rk1/ppqnbpp1/2p1pn1p/7P/2PP4/3Q1NN1/PP1B1PP1/1K1R3R w - -
246,r5k1/pp1bppbp/3p1np1/q7/2r1P2P/1NN1BP2/PPPQ2P1/1K1R3R b - -
282,r5k1/pp1bppbp/3p1np1/q7/2rNP2P/2N1BP2/PPPQ2P1/1K1R3R w - -
175,r5k1/ppqbppbp/3p1np1/8/2r1P2P/1NN1BP2/PPPQ2P1/1K1R3R w - -
388,rn1k1b1r/ppp2ppp/4Bn2/4p3/4P3/2N5/PPP2PPP/R1B1K1NR b KQ -
387,rn1k1b1r/ppp2ppp/4bn2/4p1B1/4P3/2N5/PPP2PPP/2KR1BNR b - -
528,rn1k1b1r/ppp2ppp/4bn2/4p1B1/4P3/2N5/PPP2PPP/R3KBNR w KQ -
388,rn1k1b1r/ppp2ppp/4bn2/4p3/2B1P3/2N5/PPP2PPP/R1B1K1NR w KQ -
167,rn1k1b1r/ppp3pp/4pn2/4p3/4P3/2N2P2/PPP3PP/R1B1K1NR b KQ -
389,rn1k1b1r/ppp3pp/4pn2/4p3/4P3/2N5/PPP2PPP/R1B1K1NR w KQ -
133,rn1q1rk1/1b1pbppp/pp2pn2/2p5/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 w - -
134,rn1q1rk1/1b2bppp/p2p1n2/1p2p3/4P3/1NN1BP2/PPP1B1PP/R2Q1R1K w - -
159,rn1q1rk1/1b2bppp/pp1p1n2/4p3/4P3/1NN1B3/PPP1BPPP/R2Q1R1K w - -
180,rn1q1rk1/1b2bppp/pp1p1n2/4p3/4P3/1NN1BP2/PPP1B1PP/R2Q1R1K b - -
100,rn1q1rk1/1b2bppp/pp1pp3/8/2P1NQ2/5NP1/PP2PPBP/R2R2K1 b - -
101,rn1q1rk1/1b2bppp/pp1pp3/8/2P2Q2/2N2NP1/PP2PPBP/R2R2K1 w - -
323,rn1q1rk1/1b2bppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/R4RK1 b - -
344,rn1q1rk1/1b2bppp/pp1ppn2/8/2PNP3/2N1BP2/PP2B1PP/R2Q1RK1 w - -
124,rn1q1rk1/1b2bppp/pp1ppn2/8/2PQ4/1PN2NP1/PB2PPBP/R4RK1 w - -
153,rn1q1rk1/1b3ppp/4pn2/p7/1pPP4/3BPN2/1B3PPP/R2Q1RK1 b - -
165,rn1q1rk1/1b3ppp/4pn2/p7/1pPP4/3BPN2/1B3PPP/R2QK2R w KQ -
102,rn1q1rk1/1b3ppp/pp1ppb2/8/2P2Q2/2N2NP1/PP2PPBP/R4RK1 w - -
298,rn1q1rk1/1bp1bppp/p3pn2/1p4B1/3P4/5NP1/PPQ1PPBP/RN3RK1 b - -
119,rn1q1rk1/1bp1bppp/p3pn2/1p6/3P1B2/5NP1/PP2PPBP/RNQ2RK1 b - -
293,rn1q1rk1/1bp1bppp/p3pn2/1p6/3P1B2/5NP1/PPQ1PPBP/RN3RK1 b - -
320,rn1q1rk1/1bp1bppp/p3pn2/1p6/3P4/5NP1/PP1BPPBP/RNQ2RK1 w - -
1794,rn1q1rk1/1bp1bppp/p3pn2/1p6/3P4/5NP1/PPQ1PPBP/RNB2RK1 w - -
1254,rn1q1rk1/1bp1bppp/p3pn2/1p6/3P4/5NP1/PPQBPPBP/RN3RK1 b - -
109,rn1q1rk1/1bp2ppp/1p1ppn2/p7/1bPP4/1PN2NP1/P1QBPPBP/R4RK1 b - -
108,rn1q1rk1/1bp2ppp/1p1ppn2/p7/1bPP4/1PN2NP1/P2BPPBP/R2Q1RK1 w - -
102,rn1q1rk1/1bp2ppp/1p1ppn2/p7/1bPP4/2N2NP1/PP1BPPBP/R2Q1RK1 w - -
148,rn1q1rk1/1bp2ppp/p2bpn2/1p6/3P4/5NP1/PPQBPPBP/RN3RK1 w - -
112,rn1q1rk1/1bpp1ppp/1p2pn2/p5B1/1bPP4/5NP1/PP2PPBP/RN1Q1RK1 b - -
129,rn1q1rk1/1bpp1ppp/1p2pn2/p7/1bPP1B2/5NP1/PP2PPBP/RN1Q1RK1 b - -
114,rn1q1rk1/1bpp1ppp/1p2pn2/p7/1bPP4/1P3NP1/P1QBPPBP/RN3RK1 b - -
344,rn1q1rk1/1bpp1ppp/1p2pn2/p7/1bPP4/1P3NP1/P2BPPBP/RN1Q1RK1 w - -
139,rn1q1rk1/1bpp1ppp/1p2pn2/p7/1bPP4/1PN2NP1/P2BPPBP/R2Q1RK1 b - -
136,rn1q1rk1/1bpp1ppp/1p2pn2/p7/1bPP4/2N2NP1/PP1BPPBP/R2Q1RK1 b - -
382,rn1q1rk1/1bpp1ppp/1p2pn2/p7/1bPP4/5NP1/PP1BPPBP/RN1Q1RK1 w - -
106,rn1q1rk1/1bppbppp/1p2pn2/p5B1/2PP4/5NP1/PP2PPBP/RN1Q1RK1 w - -
109,rn1q1rk1/1bppbppp/1p2pn2/p7/2PP1B2/5NP1/PP2PPBP/RN1Q1RK1 w - -
148,rn1q1rk1/1p2bpp1/2p1pn1p/p2p1b2/2P5/1P1P1NP1/PB1NPPBP/R2Q1RK1 w - -
143,rn1q1rk1/1p2bpp1/2p1pn1p/p2p1b2/2P5/PP1P1NP1/1B1NPPBP/R2Q1RK1 b - -
588,rn1q1rk1/1p2bppp/3pbn2/p3p3/4P3/1NN1BP2/PPPQ2PP/2KR1B1R w - -
142,rn1q1rk1/1p2bppp/3pbn2/p3p3/P3P3/1NN1BP2/1PPQ2PP/2KR1B1R b - -
258,rn1q1rk1/1p2bppp/3pbn2/pB2p3/4P3/1NN1BP2/PPPQ2PP/2KR3R b - -
139,rn1q1rk1/1p2bppp/p2pbn2/3Np3/4P3/1N2B3/PPP1BPPP/R2Q1RK1 b - -
374,rn1q1rk1/1p2bppp/p2pbn2/4p3/2B1P3/2N1BN2/PPP2PPP/R2Q1RK1 w - -
230,rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1BN1BN2/PPP2PPP/R2Q1RK1 b - -
1068,rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1NN1B3/PPP1BPPP/R2Q1RK1 w - -
101,rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1NN1B3/PPPQ1PPP/2KR1B1R w - -
395,rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1NN1B3/PPPQBPPP/R4RK1 b - -
1984,rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1NN1BP2/PPPQ2PP/2KR1B1R b - -
2081,rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1NN1BP2/PPPQ2PP/R3KB1R w KQ -
292,rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1NN2B2/PPP2PPP/R1BQR1K1 b - -
149,rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1NN5/PPP1BPPP/R1BQ1R1K w - -
330,rn1q1rk1/1p2bppp/p2pbn2/4p3/4P3/1NN5/PPP1BPPP/R1BQR1K1 w - -
252,rn1q1rk1/1p2bppp/p2pbn2/4p3/4PP2/1NN1B3/PPP1B1PP/R2Q1RK1 b - -
146,rn1q1rk1/1p2bppp/p2pbn2/4p3/4PP2/1NN5/PPP1B1PP/R1BQ1R1K b - -
232,rn1q1rk1/1p2bppp/p2pbn2/4p3/P3P3/1NN1B3/1PP1BPPP/R2Q1RK1 b - -
119,rn1q1rk1/1p2bppp/p2pbn2/4p3/P3P3/1NN2B2/1PP2PPP/R1BQ1RK1 b - -
331,rn1q1rk1/1p2bppp/p2pbn2/4p3/P3P3/1NN5/1PP1BPPP/R1BQ1RK1 w - -
114,rn1q1rk1/1p2bppp/p2pbn2/4p3/P3PP2/1NN5/1PP1B1PP/R1BQ1RK1 b - -
115,rn1q1rk1/1p2bppp/p2pbn2/8/4PB2/1NN5/PPP1B1PP/R2Q1RK1 b - -
191,rn1q1rk1/1p2bppp/p2pbn2/8/4Pp2/1NN1B3/PPP1B1PP/R2Q1RK1 w - -
164,rn1q1rk1/1p2ppbp/p1p1bnp1/3pN3/2PP4/2NBP3/PPQ2PPP/R1B2RK1 w - -
157,rn1q1rk1/1p2ppbp/p1p2np1/3p4/2PP2b1/2NBPN2/PPQ2PPP/R1B2RK1 w - -
156,rn1q1rk1/1p2ppbp/p1p2np1/3pN3/2PP2b1/2NBP3/PPQ2PPP/R1B2RK1 b - -
175,rn1q1rk1/1p3pbp/p2p1np1/2pP4/P3P1b1/2N2N2/1P2BPPP/R1BQ1RK1 w - -
166,rn1q1rk1/1p3pbp/p2p1np1/2pP4/P3PB2/2N2B2/1P3PPP/R2Q1RK1 b - -
105,rn1q1rk1/1p3pbp/p2p1np1/2pP4/P3PBb1/2N2N2/1P2BPPP/R2Q1RK1 b - -
100,rn1q1rk1/1p3ppp/p2pbb2/4p3/4P3/1NNQ4/PPP1BPPP/2KR3R b - -
145,rn1q1rk1/1p3ppp/p2pbb2/4p3/4P3/1NNQ4/PPP1BPPP/R3K2R w KQ -
117,rn1q1rk1/1pp1bppp/2b1pn2/p5B1/P1QP4/2N2NP1/1P2PPBP/R4RK1 b - -
121,rn1q1rk1/1pp1bppp/2b1pn2/p5B1/P1QP4/5NP1/1P2PPBP/RN3RK1 w - -
157,rn1q1rk1/1pp1bppp/2b1pn2/p7/P1QP1B2/2N2NP1/1P2PPBP/R4RK1 b - -
155,rn1q1rk1/1pp1bppp/2b1pn2/p7/P1QP1B2/5NP1/1P2PPBP/RN3RK1 w - -
559,rn1q1rk1/1pp1bppp/p1b1pn2/6B1/P1QP4/5NP1/1P2PPBP/RN3RK1 b - -
258,rn1q1rk1/1pp1bppp/p1b1pn2/8/P1QP1B2/5NP1/1P2PPBP/RN3RK1 b - -
897,rn1q1rk1/1pp1bppp/p1b1pn2/8/P1QP4/5NP1/1P2PPBP/RNB2RK1 w - -
187,rn1q1rk1/1pp1bppp/p1b1pn2/8/P1pP4/2N2NP1/1PQ1PPBP/R1BR2K1 b - -
190,rn1q1rk1/1pp1bppp/p1b1pn2/8/P1pP4/5NP1/1PQ1PPBP/RNBR2K1 w - -
337,rn1q1rk1/1pp1bppp/p3pn2/3b2B1/P1QP4/5NP1/1P2PPBP/RN3RK1 w - -
178,rn1q1rk1/1pp1bppp/p3pn2/3b2B1/P2P4/3Q1NP1/1P2PPBP/RN3RK1 b - -
149,rn1q1rk1/1pp1bppp/p3pn2/3b2B1/P2P4/5NP1/1PQ1PPBP/RN3RK1 b - -
140,rn1q1rk1/1pp1bppp/p3pn2/6B1/P2Pb3/5NP1/1PQ1PPBP/RN3RK1 w - -
905,rn1q1rk1/1ppbbppp/p3pn2/8/P1QP4/5NP1/1P2PPBP/RNB2RK1 b - -
1238,rn1q1rk1/1ppbbppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 w - -
197,rn1q1rk1/1ppbbppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNBR2K1 b - -
696,rn1q1rk1/2p1bppp/p3pn2/1p6/3Pb3/5NP1/PP1BPPBP/RNQ2RK1 b - -
728,rn1q1rk1/2p1bppp/p3pn2/1p6/3Pb3/5NP1/PPQBPPBP/RN3RK1 w - -
171,rn1q1rk1/4bppp/p2pbn2/1p2p3/4P1P1/1NN1BP2/PPPQ3P/2KR1B1R b - -
200,rn1q1rk1/4bppp/p2pbn2/1p2p3/4P3/1NN1BP2/PPPQ2PP/2KR1B1R w - -
106,rn1q1rk1/4bppp/p2pbn2/4p3/1p2P1P1/1NN1BP2/PPPQ3P/2KR1B1R w - -
125,rn1q1rk1/4ppbp/3p1np1/2pP4/4P3/2N2N1P/PP3PP1/R1BQ1K1R w - -
120,rn1q1rk1/4ppbp/3p1np1/2pP4/4P3/2N2N1P/PP3PP1/R1BQ2KR b - -
479,rn1q1rk1/4ppbp/3p1np1/2pP4/4P3/2N2NP1/PP3P1P/R1BQ1K1R w - -
766,rn1q1rk1/4ppbp/3p1np1/2pP4/4P3/2N2NP1/PP3PKP/R1BQ3R b - -
364,rn1q1rk1/4ppbp/3p1np1/2pP4/4P3/2N3P1/PP3PKP/R1BQ2NR w - -
743,rn1q1rk1/4ppbp/b2p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQ1RK1 b - -
768,rn1q1rk1/4ppbp/b2p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQK2R w KQ -
268,rn1q1rk1/p1p1bppp/1p2p3/3p4/2PP4/6P1/PP2PPNP/R1BQ1RK1 w - -
186,rn1q1rk1/p1p1bppp/1p2p3/3p4/Q1PP4/6P1/PP2PPNP/R1B2RK1 b - -
103,rn1q1rk1/p1p1bppp/bp2pn2/3p4/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 w - -
211,rn1q1rk1/p1p1bppp/bp3n2/3p4/3P4/1PN2NP1/P2BPPBP/R2Q1RK1 b - -
134,rn1q1rk1/p1p1bppp/bp3n2/3p4/3P4/1PN2NP1/P2BPPBP/R2QK2R w KQ -
161,rn1q1rk1/p1p2ppp/bp1ppn2/6B1/2PP4/P1Q1P3/1P3PPP/R3KBNR w KQ -
264,rn1q1rk1/p1p2ppp/bp2pn2/6B1/2QP4/P4N2/1P2PPPP/R3KB1R w KQ -
174,rn1q1rk1/p1p2ppp/bp2pn2/6B1/Q2P4/P4N2/1P2PPPP/R3KB1R b KQ -
174,rn1q1rk1/p1pp1ppp/bp2pn2/6B1/2PP4/P1Q1P3/1P3PPP/R3KBNR b KQ -
364,rn1q1rk1/p1pp1ppp/bp2pn2/6B1/2PP4/P1Q5/1P2PPPP/R3KBNR w KQ -
128,rn1q1rk1/p1pp1ppp/bp2pn2/6B1/2PP4/P4Q2/1P2PPPP/R3KBNR b KQ -
112,rn1q1rk1/p1ppbppp/1p2p3/8/2P1b3/3P1NP1/PP2PPBP/R1BQR1K1 b - -
115,rn1q1rk1/p1ppbppp/1p2p3/8/2P1b3/5NP1/PP1PPPBP/R1BQR1K1 w - -
346,rn1q1rk1/p1ppbppp/1p2p3/8/2PP4/6P1/PP2PPNP/R1BQ1RK1 b - -
286,rn1q1rk1/p1ppbppp/1p2p3/8/2PP4/6P1/PP2PPbP/R1BQNRK1 w - -
531,rn1q1rk1/p1ppbppp/1p2p3/8/2PPb3/5NP1/PP2PPBP/R1BQ1RK1 w - -
315,rn1q1rk1/p1ppbppp/1p2p3/8/2PPb3/6P1/PP2PPBP/R1BQNRK1 b - -
205,rn1q1rk1/p1ppbppp/bp2pn2/8/2PP4/1PN2NP1/P2BPP1P/R2QKB1R w KQ -
146,rn1q1rk1/p2p1pbp/bp3np1/2pP4/8/P1N2NP1/1PQ1PP1P/R1B1KB1R w KQ -
148,rn1q1rk1/p2p1pbp/bp3np1/2pP4/8/P1N2NP1/1PQ1PPBP/R1B1K2R b KQ -
103,rn1q1rk1/p2pbppp/bpp1pn2/8/2PP4/1P3NP1/P2BPPBP/RN1Q1RK1 w - -
175,rn1q1rk1/p3bppp/bpp1pn2/3p4/2PP1B2/5NP1/PPQ1PPBP/RN3RK1 w - -
211,rn1q1rk1/p3bppp/bpp1pn2/3p4/2PP4/1P3NP1/P1QBPPBP/RN1R2K1 b - -
183,rn1q1rk1/p3bppp/bpp1pn2/3p4/2PP4/1P3NP1/P1QBPPBP/RN3RK1 w - -
131,rn1q1rk1/p3bppp/bpp1pn2/3p4/2PP4/5NP1/PPQBPPBP/RN1R2K1 w - -
119,rn1q1rk1/p3ppbp/bp4p1/2p5/3PP3/2P1QN2/P3BPPP/1RB2RK1 b - -
140,rn1q1rk1/p3ppbp/bp4p1/2p5/3PP3/2PQ1N2/P3BPPP/1RB2RK1 w - -
165,rn1q1rk1/p4pbp/bp1p1np1/2pP4/8/P1N2NP1/1PQ1PPBP/R1B1K2R w KQ -
165,rn1q1rk1/p4pbp/bp1p1np1/2pP4/8/P1N2NP1/1PQ1PPBP/R1B2RK1 b - -
138,rn1q1rk1/p4ppp/bp3n2/2pp4/3P4/P1PBP3/4NPPP/R1BQ1RK1 w - -
130,rn1q1rk1/p4ppp/bp3n2/2pp4/3P4/P1PBPP2/4N1PP/R1BQ1RK1 b - -
115,rn1q1rk1/p4ppp/bp3n2/2pp4/3P4/P1PBPP2/4N1PP/R1BQK2R w KQ -
109,rn1q1rk1/pb1p1ppp/1p2pn2/2b3B1/2P1P3/P1N2N2/1PQ2PPP/R3KB1R b KQ -
181,rn1q1rk1/pb1p1ppp/1p2pn2/2b3B1/2P5/P1N2N2/1PQ1PPPP/R3KB1R w KQ -
206,rn1q1rk1/pb1p1ppp/1p2pn2/2b5/2P2B2/P1N2N2/1PQ1PPPP/3RKB1R b K -
262,rn1q1rk1/pb1p1ppp/1p2pn2/2b5/2P2B2/P1N2N2/1PQ1PPPP/R3KB1R w KQ -
332,rn1q1rk1/pb1p1ppp/1p2pn2/2b5/Q1P5/2N2NP1/PP2PPBP/R1B2RK1 b - -
295,rn1q1rk1/pb1p1ppp/1p2pn2/2b5/Q1P5/5NP1/PP2PPBP/RNB2RK1 w - -
403,rn1q1rk1/pb1p1ppp/1p2pn2/2p5/1bPP4/2NBPN2/PP3PPP/R1BQ1RK1 w - -
241,rn1q1rk1/pb1p1ppp/1p2pn2/2p5/NbPP4/3BPN2/PP3PPP/R1BQ1RK1 b - -
126,rn1q1rk1/pb1p1ppp/1p2pn2/8/1pPP4/5NP1/PP2PPBP/RN1Q1RK1 w - -
168,rn1q1rk1/pb1p1ppp/1p2pn2/8/NbPP4/3B1N2/PP3PPP/R1BQ1RK1 b - -
211,rn1q1rk1/pb1p1ppp/1p2pn2/8/NbPp4/3BPN2/PP3PPP/R1BQ1RK1 w - -
134,rn1q1rk1/pb1p1ppp/4pn2/1p4B1/3P4/P1Q1P3/1P3PPP/R3KBNR w KQ -
126,rn1q1rk1/pb1p1ppp/4pn2/1p4B1/3P4/P1Q1PN2/1P3PPP/R3KB1R b KQ -
114,rn1q1rk1/pb1pbpp1/1p2pn1p/2p5/3P3B/2PBPN2/PP1N1PPP/R2Q1RK1 b - -
131,rn1q1rk1/pb1pbppp/1p2p3/2p5/2P1P3/3P1NP1/PP3PBP/R1BQR1K1 w - -
227,rn1q1rk1/pb1pbppp/1p2p3/2p5/2PP4/2Q2NP1/PP2PPBP/R1B2RK1 w - -
122,rn1q1rk1/pb1pbppp/1p2p3/2p5/2PP4/2Q2NP1/PP2PPBP/R1BR2K1 b - -
128,rn1q1rk1/pb1pbppp/1p2p3/2p5/2PPP3/5NP1/PP3PBP/R1BQR1K1 b - -
120,rn1q1rk1/pb1pbppp/1p2p3/8/2PNP3/6P1/PP3PBP/R1BQR1K1 b - -
121,rn1q1rk1/pb1pbppp/1p2p3/8/2PpP3/5NP1/PP3PBP/R1BQR1K1 w - -
124,rn1q1rk1/pb1pbppp/1p2pn2/2p3B1/3P4/2PBPN2/PP1N1PPP/R2Q1RK1 b - -
348,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2P1P3/2N2NP1/PP1P1PBP/R1BQR1K1 b - -
128,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2P5/1P2PN2/PB1PBPPP/RN1Q1RK1 w - -
236,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2P5/1P2PNP1/PB1P1PBP/RN1Q1RK1 b - -
594,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2P5/1P3NP1/PB1PPPBP/RN1Q1RK1 w - -
349,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2P5/1PN2NP1/P2PPPBP/R1BQ1RK1 w - -
553,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 b - -
349,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2P5/2N2NP1/PP1PPPBP/R1BQR1K1 w - -
138,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2PP4/1P1BPN2/PB3PPP/RN1Q1RK1 b - -
109,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2PP4/1P2PN2/PB2BPPP/RN1Q1RK1 b - -
106,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2PP4/1P3NP1/PB2PPBP/RN1Q1RK1 b - -
198,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 w - -
125,rn1q1rk1/pb1pbppp/1p2pn2/2p5/2PP4/5NP1/PP2PPBP/RNBQR1K1 w - -
144,rn1q1rk1/pb1pbppp/1p2pn2/2p5/3P1B2/2P1PN1P/PP1N1PP1/R2QKB1R w KQ -
214,rn1q1rk1/pb1pbppp/1p2pn2/2p5/3P1B2/2PBPN1P/PP1N1PP1/R2QK2R b KQ -
128,rn1q1rk1/pb1pbppp/1p2pn2/2p5/3P4/1P1BPN2/P1PN1PPP/R1BQ1RK1 w - -
273,rn1q1rk1/pb1pbppp/1p2pn2/2p5/3P4/1P1BPN2/PBP2PPP/RN1Q1RK1 w - -
330,rn1q1rk1/pb1pbppp/1p2pn2/2p5/3P4/1P1BPN2/PBPN1PPP/R2Q1RK1 b - -
153,rn1q1rk1/pb1pbppp/1p2pn2/2pP4/2P5/2NBPN2/PP3PPP/R1BQ1RK1 b - -
124,rn1q1rk1/pb1pbppp/1p2pn2/2pP4/2P5/5NP1/PP2PPBP/RNBQR1K1 b - -
