#Event,WhiteElo,BlackElo,Result
15270,2186,1994,0-1
15271,1683,2127,0-1
15272,1895,1593,1-0
15273,2126,2359,0-1
15274,2705,2618,1-0
15275,2544,2469,1-0
15276,2458,2521,1/2-1/2
15277,2596,2501,1/2-1/2
15278,2128,1995,1/2-1/2
15279,1934,2180,0-1
15280,1941,1761,1/2-1/2
15281,2326,2387,0-1
15282,2664,2631,0-1
15283,2300,2256,1-0
15284,2384,2683,0-1
15285,2280,2390,0-1
15286,1952,2210,0-1
15287,1979,1782,1/2-1/2
15288,2361,2377,1/2-1/2
15289,2133,1919,1-0
15290,2272,2057,0-1
15291,2140,1578,0-1
15292,1769,1570,1/2-1/2
15293,2602,2068,1-0
15294,2305,2053,1/2-1/2
15295,2485,2022,1-0
15296,2195,2586,0-1
15297,2185,1978,1-0
15298,1776,1582,1-0
15299,2637,2538,1-0
15300,2487,2252,1-0
15301,2510,2552,1/2-1/2
15302,2551,2517,0-1
15303,2145,2216,1/2-1/2
15304,2325,2253,1-0
15305,2404,2239,1/2-1/2
15306,2512,2390,1/2-1/2
15307,2570,2556,1-0
15308,2440,2174,1/2-1/2
15309,1951,2182,0-1
15310,2030,1828,1-0
15311,2678,2693,0-1
15312,1897,2008,1/2-1/2
15313,2317,2100,1-0
15314,1982,2148,1/2-1/2
15315,2327,2323,1/2-1/2
15316,2338,2210,1-0
15317,2443,2521,0-1
15318,1439,1600,1-0
15319,2470,1968,1-0
15320,2230,2112,1-0
15321,2326,2197,1-0
15322,2316,2258,0-1
15323,2247,2567,0-1
15324,2275,2133,1/2-1/2
15325,2472,2582,1-0
15326,2476,2344,1-0
15327,1995,2161,0-1
15328,2406,2202,1-0
15329,2368,2418,1-0
15330,2221,2557,0-1
15331,2165,2489,0-1
15332,2413,2249,1-0
15333,2276,2628,1/2-1/2
15334,2275,2204,1/2-1/2
15335,2242,2071,0-1
15336,2142,1981,1/2-1/2
15337,2376,2360,1/2-1/2
15338,1917,1692,1-0
15339,2291,2412,1-0
15340,2661,2576,1/2-1/2
15341,2125,2475,0-1
15342,1920,1741,1-0
15343,2299,1663,1-0
15344,2006,1923,1-0
15345,2438,2182,1-0
15346,2171,2362,1/2-1/2
15347,2586,2713,1/2-1/2
15348,1555,1812,1/2-1/2
15349,2179,2484,0-1
15350,2034,2246,0-1
15351,1961,2005,0-1
15352,1688,1865,0-1
15353,2307,2270,1-0
15354,2084,1578,1/2-1/2
15355,2506,2600,1-0
15356,2120,2245,0-1
15357,2366,2313,1/2-1/2
15358,2511,2616,0-1
15359,2410,2429,1/2-1/2
15360,1485,1686,1/2-1/2
15361,2390,2016,1-0
15362,1923,2408,0-1
15363,2509,2248,1/2-1/2
15364,1847,2300,0-1
15365,2486,2389,1-0
15366,2365,2249,1-0
15367,2641,2503,1/2-1/2
15368,2055,1786,1-0
15369,1949,2182,0-1
15370,2489,2714,0-1
15371,2282,2158,1-0
15372,2295,2494,1/2-1/2
15373,2311,2512,1-0
15374,2048,2271,0-1
15375,2066,1929,1-0
15376,2079,2354,0-1
15377,2469,2400,1-0
15378,2391,2231,0-1
15379,2378,2579,0-1
15380,2348,2318,1/2-1/2
15381,2051,2488,0-1
15382,2052,2319,1/2-1/2
15383,1929,2254,1/2-1/2
15384,2552,2378,1-0
15385,2209,2458,1/2-1/2
15386,2236,2143,0-1
15387,2170,2110,1-0
15388,2058,1799,0-1
15389,1579,1935,1-0
15390,2285,2632,0-1
15391,2108,2315,0-1
15392,2601,2306,1-0
15393,2157,2058,1-0
15394,2079,1959,1/2-1/2
15395,2041,1719,1/2-1/2
15396,2197,2268,1-0
15397,1358,1845,0-1
15398,2269,1860,1-0
15399,2116,2256,1/2-1/2
15400,2115,1832,0-1
15401,2330,2545,1/2-1/2
15402,2464,2563,1/2-1/2
15403,2036,2177,1-0
15404,2562,2497,1-0
15405,1869,2031,1/2-1/2
15406,1915,2076,1-0
15407,2457,2396,1-0
15408,1979,2238,0-1
15409,2102,1602,0-1
15410,2151,2252,1/2-1/2
15411,1810,2242,0-1
15412,2375,2509,1-0
15413,2209,2337,1-0
15414,2482,2221,1-0
15415,2125,2460,0-1
15416,2271,2386,0-1
15417,2239,2021,1/2-1/2
15418,2410,2098,1-0
15419,2180,2539,0-1
15420,2554,2318,1/2-1/2
15421,2195,2261,0-1
15422,2579,2063,1-0
15423,1977,2140,1/2-1/2
15424,1955,1623,1/2-1/2
15425,1723,1914,0-1
15426,2677,2140,1-0
15427,2508,2435,1/2-1/2
15428,2416,2379,1/2-1/2
15429,2399,2069,1-0
15430,2359,2498,1/2-1/2
15431,1341,1314,0-1
15432,2092,2193,1-0
15433,2115,1912,1-0
15434,2168,2221,0-1
15435,2785,2736,1/2-1/2
15436,2535,2485,1-0
15437,2417,2363,1-0
15438,2182,2291,1-0
15439,2375,2147,1-0
15440,2472,2432,1/2-1/2
15441,2392,2362,1/2-1/2
15442,2370,2460,1/2-1/2
15443,1908,1598,1-0
15444,2216,2412,0-1
15445,2101,1575,1-0
15446,2027,2162,1/2-1/2
15447,2288,2645,1/2-1/2
15448,1963,2139,1/2-1/2
15449,2553,2431,1-0
15450,2628,2595,0-1
15451,2444,2258,1/2-1/2
15452,2091,2262,1/2-1/2
15453,2474,2621,1-0
15454,1992,1711,1-0
15455,2157,1839,1/2-1/2
15456,2218,1967,1-0
15457,2222,2215,0-1
15458,2289,2290,1-0
15459,2026,2138,0-1
15460,2404,2454,1/2-1/2
15461,1943,2449,0-1
15462,2631,2637,1-0
15463,2279,2638,0-1
15464,2474,2307,1-0
15465,2536,2361,1-0
15466,2176,2273,1-0
15467,2673,2541,1/2-1/2
15468,2060,2195,1-0
15469,2184,2328,1-0
15470,2332,2056,1-0
15471,2544,2380,1-0
15472,1723,2348,1/2-1/2
15473,2626,2621,1/2-1/2
15474,1772,1853,1/2-1/2
15475,2090,1934,1/2-1/2
15476,1965,2120,1-0
15477,2124,2277,0-1
15478,2363,2162,1-0
15479,1659,1987,1/2-1/2
15480,2575,2634,0-1
15481,1962,1909,1-0
15482,2163,2309,1-0
15483,2602,2029,1-0
15484,2171,2225,1/2-1/2
15485,1862,1579,1-0
15486,2303,2376,0-1
15487,1965,1902,0-1
15488,2567,2503,1/2-1/2
15489,2592,2662,1/2-1/2
15490,2235,1967,1-0
15491,1981,2187,0-1
15492,2575,2304,1-0
15493,2220,2620,0-1
15494,2670,2185,1/2-1/2
15495,2686,2562,1-0
15496,2105,2080,1/2-1/2
15497,2345,2195,1/2-1/2
15498,2251,2402,1/2-1/2
15499,1855,2379,0-1
15500,1862,2236,0-1
15501,1842,2077,0-1
15502,2567,2577,1-0
15503,2505,2263,1-0
15504,2577,2452,1-0
15505,2651,2673,1/2-1/2
15506,2030,2225,1/2-1/2
15507,1976,2163,0-1
15508,2001,1979,0-1
15509,2338,2334,0-1
15510,2443,2438,1-0
15511,2140,1999,1/2-1/2
15512,2205,2401,1/2-1/2
15513,2404,2114,1-0
15514,2225,2047,0-1
15515,1661,1978,0-1
15516,1917,2108,0-1
15517,2298,2136,1-0
15518,2226,1990,1-0
15519,2456,2390,1-0
15520,2228,2211,0-1
15521,2381,2514,1/2-1/2
15522,2056,2200,1-0
15523,1866,1748,1-0
15524,1954,1929,1-0
15525,2117,2316,1/2-1/2
15526,2562,2353,1/2-1/2
15527,2456,2476,1/2-1/2
15528,2207,2120,0-1
15529,2620,2380,1-0
15530,2387,2435,1/2-1/2
15531,2391,2471,1/2-1/2
15532,2465,2684,0-1
15533,2512,2569,1-0
15534,2433,2199,1/2-1/2
15535,2142,2245,1/2-1/2
15536,1965,2170,1/2-1/2
15537,2334,2228,1/2-1/2
15538,2109,2174,1/2-1/2
15539,2381,2621,1-0
15540,2455,2052,1-0
15541,2197,2337,0-1
15542,2289,1946,1-0
15543,2106,2087,1/2-1/2
15544,2639,2578,0-1
15545,1909,1717,1-0
15546,2618,2574,0-1
15547,2466,2520,1/2-1/2
15548,2619,2456,1-0
15549,2174,1868,1/2-1/2
15550,2033,2711,0-1
15551,2451,2278,1-0
15552,2334,2220,1-0
15553,2077,2101,0-1
15554,2408,2238,0-1
15555,2187,2206,1-0
15556,2518,2627,1/2-1/2
15557,1905,2292,0-1
15558,1684,2523,0-1
15559,2518,2342,1-0
15560,2264,2425,0-1
15561,2358,2526,0-1
15562,2531,2400,1-0
15563,2672,2658,1/2-1/2
15564,2407,2343,1-0
15565,2196,1958,1-0
15566,2213,2007,1/2-1/2
15567,2169,1824,1/2-1/2
15568,2532,2373,1-0
15569,2554,2444,1/2-1/2
15570,2237,2263,1/2-1/2
15571,1663,1650,1/2-1/2
15572,2581,2299,1-0
15573,2598,2620,1/2-1/2
15574,1998,2093,0-1
15575,2482,2277,1-0
15576,2195,2204,0-1
15577,2194,2327,0-1
15578,2414,2267,1-0
15579,1934,2238,0-1
15580,2427,2583,0-1
15581,2191,1746,1-0
15582,2580,2707,1/2-1/2
15583,2045,1663,1-0
15584,2370,2471,0-1
15585,2563,2683,1-0
15586,1570,1723,0-1
15587,2434,2193,1-0
15588,2389,2366,1/2-1/2
15589,2109,1941,1/2-1/2
15590,2413,2099,1-0
15591,2239,2398,1/2-1/2
15592,2073,2234,0-1
15593,2288,1753,1-0
15594,2405,1653,1-0
15595,2064,1795,1-0
15596,1601,1915,1-0
15597,2616,2340,1-0
15598,2460,2202,0-1
15599,2718,2494,1-0
15600,2163,2060,1-0
15601,2610,1871,1-0
15602,1920,2513,0-1
15603,1920,1598,1-0
15604,1989,1787,1-0
15605,2139,2217,0-1
15606,2769,2698,1/2-1/2
15607,1910,2134,1/2-1/2
15608,2509,2174,1/2-1/2
15609,2214,2057,1/2-1/2
15610,2554,2556,1/2-1/2
15611,2549,2250,1/2-1/2
15612,2261,2256,0-1
15613,2718,2581,1/2-1/2
15614,2129,2275,0-1
15615,2580,2314,1-0
15616,2076,1784,0-1
15617,2132,2081,1-0
15618,2261,1987,1-0
15619,2502,2563,1/2-1/2
15620,2372,2559,0-1
15621,2339,2051,1-0
15622,2363,2448,1-0
15623,2589,2458,1-0
15624,2506,2239,1-0
15625,2291,2129,1-0
15626,2107,2300,0-1
15627,2230,2375,1-0
15628,2094,2346,0-1
15629,2171,2364,1/2-1/2
15630,2308,2088,0-1
15631,1978,1996,1-0
15632,2178,2366,0-1
15633,2449,2323,1/2-1/2
15634,2511,2377,1-0
15635,2186,1798,1-0
15636,2468,2491,1-0
15637,2351,2571,1/2-1/2
15638,1968,1873,1-0
15639,2587,2462,1-0
15640,2348,2359,1/2-1/2
15641,2224,2456,0-1
15642,2250,1972,1-0
15643,2257,2367,1/2-1/2
15644,2255,2451,0-1
15645,2364,2029,1-0
15646,2224,2205,1/2-1/2
15647,2056,2284,0-1
15648,2485,2507,1-0
15649,2182,2126,1/2-1/2
15650,1754,1848,1/2-1/2
15651,2120,2110,1/2-1/2
15652,2512,2477,1/2-1/2
15653,1956,2032,1-0
15654,2166,2090,1/2-1/2
15655,2318,2206,0-1
15656,2490,2624,0-1
15657,1487,1776,0-1
15658,1593,1878,1/2-1/2
15659,2064,2202,1/2-1/2
15660,2130,2184,0-1
15661,2327,2217,1-0
15662,2380,2564,0-1
15663,2063,2522,1/2-1/2
15664,1824,1641,1-0
15665,2005,1800,1-0
15666,2303,2222,1-0
15667,2080,1817,1-0
15668,2111,2451,0-1
15669,1716,1722,1-0
15670,2139,1928,1-0
15671,1885,1930,0-1
15672,2638,2518,1-0
15673,2477,2207,1-0
15674,2102,2181,0-1
15675,2460,2457,1/2-1/2
15676,2222,2402,0-1
15677,2262,2034,1-0
15678,2711,2658,1-0
15679,2205,2275,1-0
15680,2144,1942,1/2-1/2
15681,1977,2026,0-1
15682,2235,2390,1/2-1/2
15683,2233,2295,1-0
15684,1607,1645,1/2-1/2
15685,2066,1735,1-0
15686,2202,2359,1/2-1/2
15687,2230,2169,0-1
15688,2390,2370,1/2-1/2
15689,2420,2343,1/2-1/2
15690,2416,2449,1-0
15691,2453,2437,0-1
15692,2326,2523,0-1
15693,2469,2097,1-0
15694,2473,2172,1/2-1/2
15695,2203,2534,0-1
15696,2534,2387,1-0
15697,2134,2107,1/2-1/2
15698,2221,2076,0-1
15699,2223,2246,1-0
15700,2585,1965,1-0
15701,2321,2501,0-1
15702,2172,2113,0-1
15703,2403,2611,0-1
15704,1651,1892,0-1
15705,1996,2166,1-0
15706,2551,2472,1/2-1/2
15707,2674,2572,1-0
15708,2028,1977,1/2-1/2
15709,1984,1718,1-0
15710,2020,2011,1-0
15711,2089,2262,0-1
15712,2407,2378,1-0
15713,2101,1767,1-0
15714,2732,2769,1-0
15715,2666,2628,1/2-1/2
15716,2622,2534,1/2-1/2
15717,1755,1905,1/2-1/2
15718,1942,2271,0-1
15719,2327,1799,1-0
15720,2235,2090,1/2-1/2
15721,2025,1840,1-0
15722,2440,2160,1-0
15723,2508,2202,1-0
15724,2212,1949,0-1
15725,2094,2369,0-1
15726,1607,2367,0-1
15727,2506,2390,1-0
15728,2293,2114,1-0
15729,2282,1677,1-0
15730,1819,2509,0-1
15731,2429,2219,1-0
15732,1831,2100,0-1
15733,2269,2060,1-0
15734,1517,1545,1-0
15735,2308,2352,1-0
15736,2235,2275,1-0
15737,2206,1976,1/2-1/2
15738,2520,2213,1-0
15739,2581,2288,1-0
15740,2131,2610,0-1
15741,2575,2473,1/2-1/2
15742,1777,1604,1-0
15743,2444,2221,0-1
15744,2386,2255,1-0
15745,2665,2558,1/2-1/2
15746,2308,2349,1/2-1/2
15747,2034,2158,0-1
15748,2409,2378,1-0
15749,2054,2206,1/2-1/2
15750,2334,2339,1-0
15751,2324,2335,1/2-1/2
15752,2563,2629,1/2-1/2
15753,2334,2182,1/2-1/2
15754,1957,2019,0-1
15755,2086,1991,0-1
15756,2462,2528,1/2-1/2
15757,1946,1696,1/2-1/2
15758,2005,2232,1/2-1/2
15759,2629,2336,1/2-1/2
15760,1802,2143,0-1
15761,1992,2120,0-1
15762,1899,2461,0-1
15763,1908,2483,0-1
15764,1694,2035,0-1
15765,2385,2306,1/2-1/2
15766,2073,2376,0-1
15767,2362,2125,1-0
15768,1886,1830,1-0
15769,2397,2616,0-1
15770,2567,2507,1/2-1/2
15771,1915,1860,1-0
15772,2562,2185,1-0
15773,2086,2571,1-0
15774,2443,2368,1/2-1/2
15775,2421,2570,0-1
15776,1871,1555,1-0
15777,2427,2036,1-0
15778,2140,1982,1/2-1/2
15779,2301,2249,1/2-1/2
15780,2108,2383,1/2-1/2
15781,2048,2046,1-0
15782,2241,2129,0-1
15783,2379,2635,1/2-1/2
15784,2357,2122,1-0
15785,2681,2499,1/2-1/2
15786,2483,2480,0-1
15787,2148,2300,1-0
15788,2483,2609,1/2-1/2
15789,2721,2500,1-0
15790,2289,2108,1/2-1/2
15791,2684,2366,1-0
15792,2387,2219,1-0
15793,2066,1950,1/2-1/2
15794,2447,2520,1/2-1/2
15795,2374,2521,0-1
15796,2341,2321,0-1
15797,2383,2710,0-1
15798,2237,2117,1/2-1/2
15799,2141,2284,1/2-1/2
15800,2458,2308,1/2-1/2
15801,2602,2539,1-0
15802,1827,1932,0-1
15803,2577,2191,1-0
15804,2622,2665,1/2-1/2
15805,1469,2015,0-1
15806,2007,2271,0-1
15807,2373,2592,1/2-1/2
15808,2056,2521,0-1
15809,1844,2016,0-1
15810,2340,2321,1-0
15811,2460,2017,1-0
15812,1861,1705,1-0
15813,1909,1836,0-1
15814,2133,2318,1/2-1/2
15815,1941,2131,1-0
15816,2379,2089,1-0
15817,2074,2277,1/2-1/2
15818,2542,2632,1/2-1/2
15819,2418,2427,1-0
15820,2503,2241,1/2-1/2
15821,1740,1944,1/2-1/2
15822,1730,1948,1-0
15823,2406,2207,1-0
15824,2403,2580,1/2-1/2
15825,2267,2570,0-1
15826,2310,2209,1-0
15827,2229,1968,1-0
15828,2047,2316,0-1
15829,2327,2308,1/2-1/2
15830,2135,2295,0-1
15831,2427,2418,0-1
15832,1988,1683,1/2-1/2
15833,2374,2322,1-0
15834,2472,2627,0-1
15835,2285,2142,1-0
15836,2124,1903,1-0
15837,2528,2438,1/2-1/2
15838,2138,1954,1-0
15839,2730,2791,0-1
15840,2741,2647,1-0
15841,2223,2439,0-1
15842,2339,2322,0-1
15843,2034,2061,1/2-1/2
15844,2298,2212,1-0
15845,2521,2285,1-0
15846,2287,2411,1/2-1/2
15847,2595,2418,1/2-1/2
15848,2311,1984,1-0
15849,2504,2710,1/2-1/2
15850,2709,2581,1/2-1/2
15851,1268,1165,1-0
15852,1910,2150,1/2-1/2
15853,2176,2435,0-1
15854,1973,1941,1-0
15855,1976,2201,0-1
15856,2525,2394,0-1
15857,2074,2489,0-1
15858,2493,2448,1/2-1/2
15859,1880,2427,0-1
15860,1738,2011,1/2-1/2
15861,2543,2556,1/2-1/2
15862,2356,2491,0-1
15863,1923,1821,1/2-1/2
15864,1676,1907,0-1
15865,1944,2143,0-1
15866,2216,2414,0-1
15867,2356,2036,1/2-1/2
15868,1828,1640,1-0
15869,2372,2284,1/2-1/2
15870,2551,2401,1-0
15871,2294,2434,1/2-1/2
15872,2250,2392,1/2-1/2
15873,1772,2375,0-1
15874,2571,2702,0-1
15875,2229,2138,1/2-1/2
15876,2511,2550,0-1
15877,2169,2387,0-1
15878,2564,2424,1-0
15879,2236,2236,1/2-1/2
15880,2551,2437,1-0
15881,2202,2118,1-0
15882,1818,2098,0-1
15883,2461,2125,1-0
15884,2521,2218,0-1
15885,2231,2373,0-1
15886,2471,2312,1/2-1/2
15887,2133,1886,0-1
15888,2543,2494,1/2-1/2
15889,2265,2079,1/2-1/2
15890,2524,2501,1-0
15891,1704,1605,1/2-1/2
15892,2300,2293,1/2-1/2
15893,2384,2265,1/2-1/2
15894,2153,2255,1/2-1/2
15895,2482,2502,1/2-1/2
15896,2233,2015,0-1
15897,2478,2640,0-1
15898,2095,2175,1-0
15899,2295,2210,1-0
15900,2538,2660,1/2-1/2
15901,2442,2309,1/2-1/2
15902,2148,1870,0-1
15903,2399,2227,1-0
15904,2188,2017,1-0
15905,2063,2234,0-1
15906,1298,1620,0-1
15907,2186,2447,1/2-1/2
15908,2657,2717,0-1
15909,2212,2304,1/2-1/2
15910,2378,2592,1/2-1/2
15911,1990,2208,0-1
15912,2307,2216,1-0
15913,2214,1879,1/2-1/2
15914,2522,2393,1/2-1/2
15915,2596,2445,1/2-1/2
15916,2524,2307,1-0
15917,2117,2235,1/2-1/2
15918,2206,2187,1/2-1/2
15919,2080,1845,1-0
15920,2479,2712,0-1
15921,1664,2169,0-1
15922,2649,2438,1-0
15923,2614,2423,1/2-1/2
15924,2460,2172,1-0
15925,2172,1979,1/2-1/2
15926,2557,2178,1-0
15927,2255,2436,0-1
15928,2455,2296,1-0
15929,2382,2599,1/2-1/2
15930,2513,2438,0-1
15931,2345,2154,1-0
15932,2304,2454,0-1
15933,2100,1818,1-0
15934,2467,2660,1/2-1/2
15935,1942,2254,0-1
15936,2026,2224,0-1
15937,2448,2377,1-0
15938,2295,2211,0-1
15939,2249,2095,1-0
15940,2319,2115,1-0
15941,2652,2291,1-0
15942,2655,2549,1/2-1/2
15943,2004,2309,0-1
15944,2377,2642,1/2-1/2
15945,2159,2210,1/2-1/2
15946,2252,2508,0-1
15947,2538,2547,1/2-1/2
15948,2419,2488,1-0
15949,2479,2280,1-0
15950,2042,2048,0-1
15951,2709,2830,1-0
15952,2620,2713,1-0
15953,2064,2442,0-1
15954,1932,1730,0-1
15955,2450,2451,1/2-1/2
15956,1655,2289,0-1
15957,2559,2326,1/2-1/2
15958,2000,2151,0-1
15959,2520,2392,1-0
15960,2317,2257,0-1
15961,1940,2073,1/2-1/2
15962,2277,2397,1/2-1/2
15963,1729,1428,1-0
15964,2362,2205,1-0
15965,2189,2350,0-1
15966,2456,2495,1/2-1/2
15967,1845,2108,0-1
15968,1893,1367,1-0
15969,1989,1851,1/2-1/2
15970,2425,2603,0-1
15971,2304,2229,1-0
15972,2345,2175,1/2-1/2
15973,2027,1989,1/2-1/2
15974,2506,2590,1/2-1/2
15975,2305,2545,0-1
15976,2317,2203,1-0
15977,1848,1999,0-1
15978,2037,2290,1-0
15979,1926,1893,1/2-1/2
15980,2273,2259,1-0
15981,2210,1995,1-0
15982,2516,2381,1-0
15983,1847,1745,0-1
15984,2527,2601,0-1
15985,2196,2077,1-0
15986,2051,2171,1/2-1/2
15987,2525,2367,1-0
15988,1808,2265,1/2-1/2
15989,2181,2326,1-0
15990,2518,2638,1/2-1/2
15991,2067,2487,0-1
15992,1482,1818,0-1
15993,2530,2551,1-0
15994,2184,2077,1/2-1/2
15995,2560,2609,1/2-1/2
15996,2293,2516,0-1
15997,2197,2287,0-1
15998,1994,2298,1/2-1/2
15999,2186,2600,0-1
16000,2158,2012,1/2-1/2
16001,2334,2304,1/2-1/2
16002,1730,2048,1-0
16003,2548,2408,1-0
16004,2039,1934,1-0
16005,2368,2345,1/2-1/2
16006,1646,2062,0-1
16007,2469,2496,1-0
16008,1697,1626,1-0
16009,2422,2259,1/2-1/2
16010,2166,1939,1-0
16011,1702,1947,1/2-1/2
16012,2741,2610,1/2-1/2
16013,2292,2441,1/2-1/2
16014,2466,2072,1-0
16015,2362,2515,1-0
16016,2512,2402,1/2-1/2
16017,2308,2460,1/2-1/2
16018,2489,1977,1-0
16019,1866,2082,0-1
16020,2203,2258,0-1
16021,2495,2416,1-0
16022,2056,1883,1-0
16023,2053,2281,0-1
16024,1652,1884,1-0
16025,1572,1743,1-0
16026,2689,2531,1/2-1/2
16027,2196,2511,0-1
16028,2584,2566,1/2-1/2
16029,2012,2169,0-1
16030,2625,2562,0-1
16031,1868,2148,0-1
16032,2409,2179,1-0
16033,2460,2494,1-0
16034,2183,2347,0-1
16035,2073,1751,1-0
16036,2526,2384,0-1
16037,2601,2460,1-0
16038,2449,2383,1/2-1/2
16039,2110,2253,1-0
16040,1875,1602,1-0
16041,2347,2189,0-1
16042,2482,2623,1/2-1/2
16043,2317,1972,1-0
16044,2320,2471,1/2-1/2
16045,2554,2592,1/2-1/2
16046,1769,2043,0-1
16047,2600,2442,1/2-1/2
16048,1962,1853,1-0
16049,2552,2342,1-0
16050,2289,2278,0-1
16051,2472,2605,1-0
16052,2538,2646,1/2-1/2
16053,2391,2375,1/2-1/2
16054,2122,2265,0-1
16055,2516,2323,1/2-1/2
16056,1712,2008,0-1
16057,2222,2144,1/2-1/2
16058,2394,2106,1-0
16059,2011,2165,1-0
16060,2226,2057,1/2-1/2
16061,1980,1790,1-0
16062,2386,2462,1/2-1/2
16063,2237,1952,0-1
16064,2103,2208,1/2-1/2
16065,2108,1675,1-0
16066,2346,2431,0-1
16067,2364,2350,1/2-1/2
16068,2291,2421,1/2-1/2
16069,2621,2150,1-0
16070,2693,2749,1-0
16071,2274,2069,1-0
16072,2132,2292,1/2-1/2
16073,1962,2638,0-1
16074,2077,1912,1-0
16075,2115,2441,0-1
16076,1965,1994,1/2-1/2
16077,2029,2309,1/2-1/2
16078,2215,1960,1-0
16079,1886,2014,0-1
16080,2333,2553,0-1
16081,2002,2366,0-1
16082,2487,2373,1/2-1/2
16083,2217,2557,0-1
16084,2032,2049,0-1
16085,1899,2189,0-1
16086,1945,2100,1-0
16087,2113,2323,1/2-1/2
16088,2068,2596,0-1
16089,2539,2268,1-0
16090,2066,2278,1-0
16091,2676,2471,1/2-1/2
16092,1778,2455,0-1
16093,2224,2254,0-1
16094,2254,2410,1/2-1/2
16095,2525,2122,1-0
16096,2419,2669,1/2-1/2
16097,2056,2326,0-1
16098,2664,2229,1-0
16099,2561,2709,1/2-1/2
16100,2097,2017,1-0
16101,1929,1630,1-0
16102,2426,2233,1-0
16103,2032,2287,1-0
16104,2080,2267,1-0
16105,2738,2749,1/2-1/2
16106,2463,2337,1/2-1/2
16107,2479,2633,1/2-1/2
16108,2263,2404,0-1
16109,2540,2424,1-0
16110,2446,2288,1/2-1/2
16111,2382,2512,1/2-1/2
16112,2183,2062,1-0
16113,2132,2322,1-0
16114,2249,2272,0-1
16115,2419,2287,1/2-1/2
16116,1770,2067,1-0
16117,2516,2401,1/2-1/2
16118,1892,2297,0-1
16119,2708,2524,1-0
16120,2297,2213,1/2-1/2
16121,2355,2072,1-0
16122,2741,2742,1/2-1/2
16123,1926,2070,1/2-1/2
16124,2146,2390,1/2-1/2
16125,2164,2401,0-1
16126,2586,2415,1-0
16127,2454,2595,1/2-1/2
16128,2120,2258,0-1
16129,1398,1291,0-1
16130,2339,2457,0-1
16131,2158,2385,0-1
16132,1888,2115,0-1
16133,2460,2290,1/2-1/2
16134,2429,2566,0-1
16135,2443,2252,1/2-1/2
16136,2506,2356,1-0
16137,2335,2002,1-0
16138,1956,2230,0-1
16139,2339,2563,1/2-1/2
16140,2124,2417,0-1
16141,1982,2182,0-1
16142,2747,2683,1-0
16143,2108,2286,0-1
16144,2311,2295,1-0
16145,2155,2441,1/2-1/2
16146,2298,2318,1/2-1/2
16147,2400,2549,0-1
16148,2234,2500,1/2-1/2
16149,2386,2391,1/2-1/2
16150,2363,2149,1-0
16151,2358,2132,1-0
16152,2290,2501,0-1
16153,2273,2435,0-1
16154,2487,2248,1-0
16155,2101,2117,0-1
16156,2512,2368,1-0
16157,2671,2437,1-0
16158,2430,2546,0-1
16159,2620,2660,1/2-1/2
16160,2535,2147,1-0
16161,2237,1956,1-0
16162,2200,1964,1-0
16163,2221,2016,0-1
16164,2463,2213,1-0
16165,2122,2305,0-1
16166,2501,2245,1/2-1/2
16167,2529,2001,1-0
16168,2419,2352,1/2-1/2
16169,2277,2482,0-1
16170,1973,2184,0-1
16171,1918,2096,1-0
16172,2113,2535,1/2-1/2
16173,1926,1844,0-1
16174,2459,2394,1/2-1/2
16175,1788,1647,1-0
16176,1563,1716,1-0
16177,2434,2200,1-0
16178,1904,2315,0-1
16179,2326,2255,1-0
16180,2628,2579,1/2-1/2
16181,1960,1959,0-1
16182,2171,2492,1/2-1/2
16183,1944,2188,1/2-1/2
16184,1978,2251,0-1
16185,2357,2239,1-0
16186,2191,2275,1-0
16187,2245,2036,1/2-1/2
16188,2070,1927,1-0
16189,2252,1965,1-0
16190,1801,1762,1/2-1/2
16191,2070,1957,1-0
16192,2342,2483,1/2-1/2
16193,2123,2303,0-1
16194,2169,1981,1/2-1/2
16195,2194,1920,1-0
16196,2059,1922,1-0
16197,1807,2051,0-1
16198,2621,2587,1-0
16199,2328,2148,1-0
16200,2501,2560,1/2-1/2
16201,2646,2443,1-0
16202,2325,2167,1/2-1/2
16203,2263,2109,0-1
16204,2355,2373,1/2-1/2
16205,2016,1557,1-0
16206,2149,2202,1-0
16207,2635,2672,1/2-1/2
16208,2492,2257,1-0
16209,2190,2406,0-1
16210,2263,2227,1/2-1/2
16211,2235,2368,0-1
16212,1685,1863,0-1
16213,2207,2428,0-1
16214,1899,2527,0-1
16215,1852,1628,1-0
16216,2329,2104,1-0
16217,1322,1278,1-0
16218,2036,2190,1/2-1/2
16219,2065,1822,1/2-1/2
16220,1980,2155,1/2-1/2
16221,2323,2553,0-1
16222,2153,2478,0-1
16223,2713,2675,1/2-1/2
16224,1950,2218,0-1
16225,2264,2503,0-1
16226,2153,2129,1/2-1/2
16227,2311,1944,1-0
16228,2086,2116,1-0
16229,2499,2274,1-0
16230,2272,2048,1/2-1/2
16231,2119,2229,0-1
16232,2094,2390,1/2-1/2
16233,2400,2315,1/2-1/2
16234,2378,2377,1/2-1/2
16235,2275,1845,1/2-1/2
16236,2376,2396,1-0
16237,2118,2299,1-0
16238,2125,2258,1/2-1/2
16239,2679,2196,1-0
16240,2362,2354,0-1
16241,2395,2508,1/2-1/2
16242,2430,2275,1-0
16243,2362,2026,0-1
16244,1954,2157,1/2-1/2
16245,2571,2474,1/2-1/2
