Event,WhiteElo,BlackElo
35514,1917,2294
35515,2386,2312
35516,2014,2362
35517,2367,2357
35518,2067,2364
35519,2313,2085
35520,2213,2476
35521,2071,2149
35522,2215,2149
35523,2136,2453
35524,2156,2112
35525,1907,2115
35526,2261,2169
35527,2181,2319
35528,2397,2190
35529,2298,2361
35530,2049,2331
35531,2460,2418
35532,2010,2124
35533,2183,2387
35534,2124,2207
35535,2299,2327
35536,2313,2315
35537,2225,2356
35538,2133,2330
35539,2104,2174
35540,2064,2365
35541,2499,2321
35542,2311,2483
35543,2473,2294
35544,2039,2235
35545,2296,2282
35546,2308,2485
35547,2132,2324
35548,2457,2428
35549,2342,2388
35550,1935,2003
35551,2217,2339
35552,2197,2195
35553,2297,1908
35554,2239,2329
35555,2502,2284
35556,2191,2176
35557,2291,2372
35558,2313,2212
35559,2294,2209
35560,2467,2401
35561,2035,2431
35562,2126,2103
35563,2062,2113
35564,1946,2174
35565,2217,2248
35566,2214,2276
35567,2319,2480
35568,2135,2314
35569,2150,2240
35570,1937,2285
35571,2147,2282
35572,2259,2308
35573,2062,2223
35574,2245,2259
35575,2431,2346
35576,2296,2334
35577,2068,2358
35578,2039,2473
35579,2261,2339
35580,2297,2273
35581,2338,2218
35582,2202,2272
35583,2172,2418
35584,2347,2326
35585,2316,2318
35586,2400,2356
35587,2420,2399
35588,2151,2168
35589,2327,2250
35590,2271,2166
35591,2488,2286
35592,2138,2004
35593,2329,2346
35594,2170,2402
35595,2084,2236
35596,2302,2336
35597,2143,2132
35598,2414,2189
35599,2359,2422
35600,2372,1936
35601,2289,2124
35602,2176,2253
35603,2249,2070
35604,2025,2264
35605,2323,2156
35606,2393,2345
35607,2231,2280
35608,2269,2509
35609,2425,2159
35610,2414,2344
35611,2122,2357
35612,2207,2374
35613,2430,2397
35614,2348,2136
35615,2414,2196
35616,2290,2317
35617,2397,2403
35618,2168,1981
35619,2258,2008
35620,2357,2471
35621,2294,2286
35622,2372,2224
35623,2289,2287
35624,2437,2245
35625,2520,2350
35626,2057,2467
35627,2156,2475
35628,2174,2206
35629,2272,2458
35630,2176,2286
35631,2078,2029
35632,2196,2292
35633,2455,2410
35634,2246,2311
35635,2004,2336
35636,2473,2142
35637,2382,2526
35638,2435,2345
35639,2110,2319
35640,2199,2103
35641,2036,2258
35642,2084,2270
35643,2328,2185
35644,2395,2307
35645,2092,1693
35646,2193,2450
35647,2201,2404
35648,2270,2254
35649,2438,2291
35650,2251,2185
35651,2108,2380
35652,2164,2125
35653,2330,2296
35654,2332,2464
35655,2272,2159
35656,2511,2504
35657,2332,2138
35658,2095,2246
35659,2409,2340
35660,2146,2286
35661,2462,2487
35662,2358,2430
35663,2315,2291
35664,2421,2275
35665,2239,2292
35666,2531,2151
35667,2230,2271
35668,2272,2284
35669,2278,2168
35670,2295,2374
35671,2055,2252
35672,2115,2119
35673,2322,2452
35674,2352,2278
35675,2347,2464
35676,2249,2302
35677,2244,2452
35678,2402,2371
35679,2327,2131
35680,2156,2426
35681,2418,2388
35682,2426,2262
35683,1830,2132
35684,2353,2320
35685,2083,2270
35686,2194,2098
35687,2302,2198
35688,2362,2018
35689,2318,2362
35690,2308,2195
35691,2501,2405
35692,2314,2159
35693,2199,2038
35694,2164,2301
35695,2145,2366
35696,2250,2193
35697,2242,2439
35698,2364,2087
35699,2345,2446
35700,2388,2448
35701,2242,2202
35702,2313,2332
35703,2297,2223
35704,2245,2129
35705,2173,1952
35706,2131,2244
35707,2044,2369
35708,2027,2153
35709,2054,2342
35710,2467,2245
35711,2176,2213
35712,2477,2436
35713,2051,2174
35714,2463,2271
35715,2439,2302
35716,2132,2259
35717,2286,2319
35718,2518,2200
35719,2312,2407
35720,2222,1992
35721,2044,2400
35722,2377,2305
35723,2019,2300
35724,2266,2240
35725,2177,2248
35726,1838,2247
35727,2043,1752
35728,2014,2079
35729,2423,2425
35730,2255,2412
35731,2302,1980
35732,2266,2157
35733,2168,2210
35734,2145,2196
35735,2249,2543
35736,2319,2372
35737,2369,2127
35738,2265,1902
35739,2440,2230
35740,2210,2198
35741,2486,2213
35742,1918,2095
35743,2298,2129
35744,2297,2396
35745,2244,2327
35746,2324,2338
35747,2201,2013
35748,2155,2007
35749,1872,2056
35750,2409,2455
35751,2500,2498
35752,2327,2326
35753,1983,2126
35754,2399,2238
35755,2121,2250
35756,2219,2224
35757,2526,2442
35758,2497,2434
35759,2316,2196
35760,1957,2359
35761,2395,2340
35762,2356,2117
35763,2082,2167
35764,2424,2302
35765,2156,2093
35766,2200,2191
35767,2041,2276
35768,2257,2148
35769,2144,2245
35770,2079,2341
35771,2365,2234
35772,2351,2238
35773,2210,2439
35774,2403,2269
35775,2370,2355
35776,2163,2429
35777,2411,2169
35778,2189,2328
35779,2290,2430
35780,2098,2406
35781,2231,2113
35782,2439,2354
35783,2301,2287
35784,1994,2321
35785,2109,2089
35786,2383,2355
35787,2378,2226
35788,2236,2399
35789,2246,2350
35790,2101,2061
35791,2501,2466
35792,2071,2251
35793,2344,2233
35794,2387,2156
35795,2325,2138
35796,2221,2235
35797,2439,2159
35798,2073,2103
35799,2268,2166
35800,2185,2037
35801,2247,2381
35802,2359,2415
35803,2451,2420
35804,2047,2183
35805,1752,2250
35806,2059,2186
35807,2436,2336
35808,2416,2342
35809,2093,2018
35810,2260,2218
35811,2372,2223
35812,1837,2035
35813,2467,2462
35814,2327,2439
35815,2070,2185
35816,2323,2178
35817,2329,2207
35818,2126,2288
35819,2049,2169
35820,2476,2412
35821,2101,1821
35822,2328,1983
35823,2227,2237
35824,2320,2392
35825,2224,2219
35826,2368,2409
35827,2030,1934
35828,2383,2147
35829,2432,2288
35830,2123,2085
35831,2185,2261
35832,2206,2279
35833,2411,2366
35834,2268,2223
35835,2154,2258
35836,2265,2302
35837,2064,2367
35838,2327,2315
35839,2190,2130
35840,2393,2395
35841,2461,2164
35842,2218,2083
35843,2243,2281
35844,2130,2139
35845,2367,1990
35846,2303,2159
35847,2187,2213
35848,2321,2448
35849,2459,2128
35850,2348,2280
35851,2349,2253
35852,2052,2295
35853,2066,2199
35854,2303,2210
35855,2354,2141
35856,2346,2312
35857,2201,2238
35858,2143,2249
35859,2023,2231
35860,2306,2159
35861,1924,2312
35862,2230,2391
35863,2446,2500
35864,2359,2403
35865,2444,2192
35866,2251,2386
35867,2179,2219
35868,2135,2212
35869,2396,2385
35870,2132,2192
35871,2360,2385
35872,2456,2435
35873,1899,2174
35874,2167,2298
35875,2008,2192
35876,2451,2197
35877,2222,2418
35878,2399,2364
35879,2021,2350
35880,2239,2150
35881,1845,1778
35882,2348,2308
35883,2253,2132
35884,2445,2153
35885,2214,2099
35886,2190,2216
35887,1982,2117
35888,2202,1916
35889,2443,2446
35890,2361,2302
35891,2313,2133
35892,2380,2097
35893,2266,2465
35894,2483,2140
35895,2417,2222
35896,2101,2127
35897,2074,2103
35898,2413,2463
35899,2096,2293
35900,2194,2277
35901,2017,2377
35902,2220,2138
35903,2427,2295
35904,2327,2263
35905,2183,2001
35906,2365,2417
35907,2361,2290
35908,2469,2258
35909,2253,2207
35910,2303,2121
35911,2318,1932
35912,2150,2110
35913,2102,2120
35914,2263,2105
35915,2277,2145
35916,2348,2092
35917,2277,2300
35918,2379,2217
35919,2306,2249
35920,2073,2263
35921,2338,2053
35922,2293,2413
35923,2324,2244
35924,2125,2194
35925,2252,2376
35926,2355,2221
35927,2381,2354
35928,2253,2268
35929,2243,2304
35930,2467,2233
35931,2347,2362
35932,2610,2498
35933,1754,2055
35934,2347,2131
35935,2204,2164
35936,2096,1996
35937,2216,2080
35938,2101,2320
35939,2142,2339
35940,2150,2111
35941,2405,2412
35942,2426,2040
35943,2295,2332
35944,2293,2401
35945,2079,2001
35946,2409,2320
35947,2311,2059
35948,2239,2470
35949,2306,2241
35950,2452,2317
35951,2330,2340
35952,2133,2469
35953,2126,2253
35954,2463,2284
35955,2209,2099
35956,2540,2451
35957,2097,2264
35958,2168,2138
35959,2370,2404
35960,2374,2138
35961,2478,2370
35962,2381,2339
35963,2340,2230
35964,2211,2184
35965,2263,2268
35966,2266,2271
35967,2279,2308
35968,2475,2262
35969,2411,2329
35970,2382,2356
35971,2344,2420
35972,2014,1950
35973,2236,2285
35974,2290,2283
35975,2126,2055
35976,2349,2343
35977,2259,2121
35978,2046,2266
35979,2218,2377
35980,2267,2309
35981,2095,2180
35982,2266,2174
35983,2328,2392
35984,2236,2297
35985,2347,2504
35986,2401,2417
35987,2223,1998
35988,2349,2170
35989,2424,2350
35990,2285,2328
35991,2115,2215
35992,1955,1841
35993,2253,2344
35994,2333,2366
35995,2134,2196
35996,2066,2293
35997,2348,2328
35998,1939,2426
35999,2258,2494
36000,2289,2224
36001,2432,2339
36002,2290,2355
36003,2103,2248
36004,1945,2087
36005,2322,2315
36006,2245,2319
36007,2303,2392
36008,2267,2192
36009,2141,2370
36010,2267,2336
36011,2427,2318
36012,2171,2127
36013,2193,2346
36014,2400,2096
36015,2285,2337
36016,2165,2158
36017,2140,2386
36018,2397,2420
36019,2186,2321
36020,2223,2159
36021,2291,2362
36022,2337,2332
36023,2135,2068
36024,2342,2162
36025,2279,2479
36026,2144,2364
36027,2192,2349
36028,2294,1933
36029,2090,2150
36030,2453,2365
36031,2073,2283
36032,2417,2376
36033,2055,2337
36034,1960,2252
36035,2409,2341
36036,2417,2258
36037,2310,2320
36038,2239,2313
36039,2209,2226
36040,2376,2187
36041,2324,2329
36042,2384,2076
36043,2276,2211
36044,2108,2383
36045,2369,2078
36046,2305,2118
36047,2120,2283
36048,2408,1948
36049,2340,2221
36050,1777,2100
36051,1964,2364
36052,2157,2323
36053,2202,2265
36054,2254,2049
36055,2055,2140
36056,2031,2430
36057,2367,2147
36058,2199,2139
36059,2221,2259
36060,2072,2203
36061,2502,2204
36062,2342,2408
36063,2538,2209
36064,2375,2456
36065,2358,2376
36066,2133,2307
36067,2346,2258
36068,2202,2267
36069,2316,2354
36070,2263,2224
36071,2277,2115
36072,2245,2210
36073,2132,2066
36074,2174,2409
36075,1893,2189
36076,2520,2330
36077,2114,2176
36078,2085,2170
36079,2215,2325
36080,2250,2012
36081,2374,2273
36082,2271,2112
36083,2199,1903
36084,2156,2267
36085,2318,2179
36086,2427,2140
36087,2052,2417
36088,2323,2460
36089,2365,2173
36090,2354,2280
36091,2361,2352
36092,2247,2135
36093,2208,2183
36094,1977,2303
36095,1983,2271
36096,2172,2045
36097,2015,2168
36098,2131,2364
36099,2145,2375
36100,2501,2149
36101,2297,2122
36102,2444,2109
36103,2073,2467
36104,2305,2258
36105,2262,2280
36106,2277,2289
36107,2331,2044
36108,2375,2383
36109,2257,2157
36110,2137,2101
36111,2408,2464
36112,2316,2303
36113,2201,2317
36114,2308,2274
36115,2135,2051
36116,2175,2176
36117,2263,1915
36118,2429,2549
36119,2471,2497
36120,2405,2422
36121,2367,2472
36122,2399,2257
36123,2059,2244
36124,2267,2109
36125,2095,2132
36126,2324,2306
36127,2416,2017
36128,2058,2426
36129,2416,2279
36130,2158,2474
36131,2179,2144
36132,2172,1891
36133,1729,2150
36134,2293,2068
36135,2389,2320
36136,2223,2253
36137,2341,2098
36138,2376,1981
36139,2084,2118
36140,2364,2112
36141,2380,2347
36142,1923,2343
36143,2175,2284
36144,2104,2201
36145,2458,2223
36146,2270,2328
36147,2303,2194
36148,2365,2339
36149,2269,2172
36150,2334,2269
36151,1946,2232
36152,1997,2213
36153,2078,2195
36154,2248,2323
36155,2143,2160
36156,2185,1917
36157,1985,2237
36158,2169,2235
36159,2350,2457
36160,2166,2413
36161,2201,1988
36162,2219,2358
36163,2331,2195
36164,2427,2408
36165,2246,2044
36166,2425,2262
36167,2345,2336
36168,2334,2234
36169,2169,2212
36170,2163,2250
36171,2245,2419
36172,2243,2283
36173,2366,2302
36174,2414,2299
36175,2295,2395
36176,2211,2565
36177,2290,2325
36178,2463,2305
36179,2325,1990
36180,2460,2317
36181,2391,2518
36182,2420,2399
36183,2321,2365
36184,2321,2285
36185,1990,2235
36186,2431,2431
36187,2193,2475
36188,2171,2126
36189,2205,1894
36190,2205,2171
36191,2276,2162
36192,2332,2151
36193,2432,2433
36194,2281,2188
36195,2393,2291
36196,2219,2290
36197,2349,2219
36198,2443,2335
36199,2011,2189
36200,2168,2308
36201,2361,2335
36202,2333,2445
36203,2152,2130
36204,2231,2339
36205,2050,2020
36206,1914,2258
36207,2407,2241
36208,2360,2284
36209,2372,2366
36210,2217,2379
36211,2294,2396
36212,2316,2298
36213,2293,2159
36214,2050,2288
36215,2289,2334
36216,2048,2306
36217,2452,2442
36218,2429,2213
36219,2163,2143
36220,2363,2437
36221,2259,2212
36222,2257,2215
36223,2477,2331
36224,2354,2094
36225,2394,2183
36226,2315,2312
36227,2276,2323
36228,2262,2341
36229,2235,2209
36230,2449,2170
36231,2260,2333
36232,2258,2330
36233,2444,2406
36234,2319,2079
36235,2009,2267
36236,2384,2388
36237,2341,2381
36238,2483,2161
36239,2196,2325
36240,2421,2273
36241,2046,2260
36242,2062,1748
36243,2436,2338
36244,2494,2298
36245,2315,2319
36246,2064,2073
36247,2262,2282
36248,2193,2284
36249,2108,2105
36250,2375,2238
36251,2132,2365
36252,1821,2041
36253,2352,2352
36254,2252,2113
36255,2186,1979
36256,2050,2093
36257,2292,2114
36258,2095,1811
36259,1978,2163
36260,2018,2421
36261,2358,2163
36262,2276,2253
36263,2361,2189
36264,2184,2178
36265,2257,2155
36266,2428,2567
36267,2310,2299
36268,2372,2293
36269,2438,2323
36270,2159,2061
36271,2047,2302
36272,2302,2164
36273,2299,2223
36274,2179,2063
36275,2079,2279
36276,2099,2214
36277,2136,2376
36278,2241,2366
36279,2412,2395
36280,2299,2241
36281,2182,2143
36282,2343,2323
36283,2362,2178
36284,2349,2518
36285,2089,2462
36286,2298,2438
36287,2155,2371
36288,2283,2157
36289,2219,2167
36290,2349,2116
36291,2204,2302
36292,2222,2365
36293,2221,2192
36294,2141,2073
36295,2152,2300
36296,2230,2065
36297,2400,2389
36298,2287,2301
36299,2464,2302
36300,2071,2356
36301,2385,2209
36302,2189,2515
36303,2133,2347
36304,2295,2352
36305,2160,2459
36306,2189,2371
36307,2153,2325
36308,2271,2201
36309,2015,2249
36310,2021,2053
36311,2155,2044
36312,2070,2062
36313,2332,2177
36314,2296,2273
36315,2303,2223
36316,2024,2101
36317,2479,2383
36318,1831,2109
36319,2340,2426
36320,2245,2188
36321,1984,2188
36322,2420,2551
36323,2156,2210
36324,2449,2326
36325,2169,2378
36326,2270,2032
36327,2359,2097
36328,2411,2495
36329,2241,2132
36330,2257,2431
36331,2275,2196
36332,2243,2185
36333,2381,2321
36334,2314,2544
36335,2367,2234
36336,2278,2328
36337,2154,2401
36338,2269,2093
36339,2224,2372
36340,2199,2355
36341,2364,2413
36342,2134,2115
36343,2225,1984
36344,2171,2372
36345,2355,2186
36346,2197,2220
36347,2103,2239
36348,2248,2411
36349,2327,2375
36350,2402,2262
36351,2337,2342
36352,2172,2394
36353,2390,2183
36354,2281,2223
36355,2249,2403
36356,2199,2071
36357,2289,2308
36358,2415,2332
36359,2245,2148
36360,2274,2155
36361,2404,2213
36362,2567,2303
36363,2395,2234
36364,2253,2283
36365,2158,2141
36366,2317,2339
36367,2197,2173
36368,2117,2126
36369,2259,2224
36370,2303,2164
36371,2215,2224
36372,2525,2416
36373,2200,2359
36374,2209,2058
36375,2394,2492
36376,2348,2248
36377,2266,2427
36378,2457,2291
36379,2439,2387
36380,2456,2467
36381,2212,2215
36382,2225,2173
36383,2405,2442
36384,2205,2311
36385,2118,2070
36386,2462,2413
36387,2345,2486
36388,2019,2103
36389,2451,2314
36390,2179,2272
36391,2520,2243
36392,2410,2217
36393,2218,2317
36394,2310,2349
36395,2352,2193
36396,2275,2206
36397,2185,2433
36398,2284,2453
36399,2386,2331
36400,2413,2077
36401,2255,2432
36402,1724,2094
36403,2323,2343
36404,2328,2313
36405,2354,2085
36406,2196,2362
36407,2112,2281
36408,2034,1983
36409,2189,2260
36410,2409,2132
36411,2432,2395
36412,2370,2333
36413,2472,2200
36414,2248,2186
36415,2303,2005
36416,2268,2346
36417,2309,2192
36418,2247,2376
36419,2186,2076
36420,2298,2492
36421,2150,2289
36422,2354,2300
36423,2345,2144
36424,2419,2333
36425,2146,2143
36426,2344,2445
36427,2275,2079
36428,2146,2133
36429,2521,2289
36430,2195,2096
36431,1991,2117
36432,2252,2185
36433,2336,2332
36434,2444,2303
36435,2100,1828
36436,2193,2096
36437,2295,2153
36438,2093,2316
36439,2250,2210
36440,2375,2178
36441,2479,2539
36442,2327,2352
36443,2298,1984
36444,1986,2228
36445,2210,2384
36446,2271,2257
36447,2407,2396
36448,2365,2116
36449,2147,2268
36450,2267,2012
36451,2123,2138
36452,2124,2225
36453,2528,2305
36454,2324,2390
36455,2259,2040
36456,2005,2070
36457,2284,2372
36458,2234,2267
36459,2433,2463
36460,2055,2397
36461,2367,2073
36462,2320,2248
36463,2200,2376
36464,2030,2226
36465,2325,2256
36466,2266,2015
36467,2375,2378
36468,1959,2334
36469,2271,2330
36470,2033,2274
36471,2251,2133
36472,2374,2326
36473,2271,2353
36474,2074,2223
36475,2330,2330
36476,2040,1938
36477,2448,2257
36478,1955,2191
36479,2239,2388
36480,2240,2147
36481,2054,2310
36482,2342,2062
36483,2249,1933
36484,2243,1716
36485,2260,2255
36486,2216,2148
36487,2345,2390
36488,2390,2257
36489,2344,2218
36490,2384,2116
36491,1929,2010
36492,2217,2113
36493,2250,2107
36494,2344,2225
36495,2314,2250
36496,2264,2399
36497,2422,2369
36498,2455,2468
36499,2184,2315
36500,2229,2389
36501,2239,2208
36502,2467,2237
36503,2195,2187
36504,2479,2500
36505,2540,2591
36506,2363,2352
36507,2298,2428
36508,2347,2170
36509,2242,2301
36510,2236,1978
36511,2227,2266
36512,2239,2317
36513,2383,2349
36514,2209,2270
36515,2012,2329
36516,2316,2202
36517,2151,2294
36518,2394,2339
36519,2523,2157
36520,2294,2441
36521,1991,2238
36522,2049,2136
36523,2338,2444
36524,2285,2157
36525,2340,2188
36526,2147,2090
36527,2236,2129
36528,2325,2405
36529,2201,2060
36530,2301,2259
36531,2256,2143
36532,2275,2173
36533,2411,2491
36534,2232,2407
36535,2292,2237
36536,2358,2387
36537,2031,2321
36538,2424,2542
36539,2097,2301
36540,2274,2290
36541,2430,2485
36542,2084,2059
36543,2404,2222
36544,2251,2091
36545,2110,2219
36546,2299,2152
36547,2045,2006
36548,2332,2198
36549,2193,2289
36550,2273,2251
36551,2038,2267
36552,2345,2508
36553,2146,2288
36554,2328,2173
36555,2386,2215
36556,2501,2532
36557,2409,2250
36558,2208,2300
36559,2115,2250
36560,2116,2309
36561,2356,2367
36562,2353,2384
36563,2292,2275
36564,2432,2387
36565,2221,2125
36566,2172,2088
36567,2395,2272
36568,2356,2222
36569,2308,2064
36570,2180,2052
36571,2260,2431
36572,2331,2304
36573,2217,1999
36574,2354,2313
36575,2281,2420
36576,2247,2097
36577,2216,2065
36578,2364,2381
36579,2208,2419
36580,2429,2362
36581,2103,2240
36582,2204,2341
36583,2419,2362
36584,2300,2163
36585,2373,2342
36586,2368,2289
36587,2161,2190
36588,2025,2247
36589,2552,2423
36590,2251,2065
36591,2279,2541
36592,2195,2169
36593,2233,2054
36594,2191,1929
36595,2313,1861
36596,2232,2150
36597,2380,2420
36598,2121,2404
36599,2001,2177
36600,2116,2378
36601,2435,2147
36602,2156,2311
36603,2305,2031
36604,2098,2323
36605,2320,2321
36606,2214,2140
36607,1924,2048
36608,2384,2187
36609,2555,2290
36610,2111,2179
36611,2426,2254
36612,2300,2338
36613,2411,2396
36614,2450,2146
36615,2131,2112
36616,2446,2258
36617,2093,2219
36618,2017,2363
36619,1996,2138
36620,2289,2239
36621,2084,2384
36622,2114,2267
36623,2337,2239
36624,2391,2227
36625,2212,2078
36626,2138,2142
36627,2307,2179
36628,2426,2488
36629,2455,2286
36630,2221,2421
36631,2226,2099
36632,2113,2304
36633,2244,2367
36634,2112,2158
36635,2441,2324
36636,2094,2267
36637,1971,2035
36638,2157,2369
36639,2334,2040
36640,2165,2328
36641,2390,2333
36642,2036,2152
36643,2119,2155
36644,2134,2176
36645,2345,2270
36646,2390,2431
36647,2186,2346
36648,2276,2352
36649,2352,2336
36650,2302,2238
36651,2124,2284
36652,2374,2256
36653,2127,2225
36654,2155,2150
36655,1903,2094
36656,2284,2544
36657,2268,2070
36658,2375,2323
36659,2259,2256
36660,2111,2146
36661,2400,2105
36662,2126,2302
36663,2282,2414
36664,2225,2300
36665,2206,2221
36666,2335,2234
36667,2092,2334
36668,2224,2275
36669,2268,2320
36670,2340,2433
36671,2278,2236
36672,2471,2383
36673,2154,2109
36674,2371,2213
36675,2380,2202
36676,2292,2030
36677,2380,2367
36678,2155,2074
36679,2390,2227
36680,2378,2112
36681,2296,2380
36682,2345,2141
36683,2106,2089
36684,2285,2159
36685,2071,2345
36686,2204,2343
36687,2206,2282
36688,2261,2229
36689,2100,1932
36690,2282,2243
36691,2179,2457
36692,2534,2282
36693,2266,2360
36694,2502,2237
36695,2419,2412
36696,2181,2314
36697,2220,2300
36698,2035,2238
36699,2323,2407
36700,2121,2268
36701,2285,2311
36702,2053,2123
36703,1991,2007
36704,2285,2175
36705,2104,1811
36706,2340,2350
36707,2190,2177
36708,2224,2150
36709,2239,2309
36710,2294,2274
36711,2121,2403
36712,2460,2248
36713,2321,2232
36714,2124,2077
36715,2270,2385
36716,2347,2267
36717,2332,2163
36718,1880,2130
36719,2062,2027
36720,2370,2256
36721,2293,2274
36722,2164,2265
36723,2041,2329
36724,2001,2120
36725,2381,2247
36726,2322,2217
36727,2205,1913
36728,2304,2251
36729,2258,2066
36730,1992,2026
36731,2155,2137
36732,2226,2176
36733,2336,2208
36734,2108,2406
36735,2351,2285
36736,2329,2468
36737,2165,2294
36738,2348,2431
36739,2323,2200
36740,2470,2329
36741,2406,2246
36742,2255,2025
36743,2512,2238
36744,2087,2278
36745,2366,2180
36746,2255,2320
36747,2247,2296
36748,2200,2351
36749,2334,2442
36750,2276,2387
36751,1876,2177
36752,2383,2458
36753,2275,2247
36754,2172,2123
36755,2162,2182
36756,1895,2277
36757,2371,2279
36758,2363,2461
36759,2000,1713
36760,2208,2370
36761,2433,2441
36762,2197,2279
36763,2248,2368
36764,2369,2168
36765,2342,2271
36766,2385,2292
36767,2127,2164
36768,2179,1983
36769,2449,2246
36770,2260,2334
36771,2314,2035
36772,2334,2280
36773,2393,2423
36774,2275,2388
36775,2005,2283
36776,2414,2174
36777,2298,2284
36778,2344,2117
36779,2353,2391
36780,2191,2354
36781,2454,2499
36782,1904,2162
36783,2071,2391
36784,2259,1982
36785,2188,2425
36786,2305,2345
36787,2188,2207
36788,2282,2289
36789,2454,2407
36790,1919,2163
36791,2348,2079
36792,2132,2081
36793,1898,2085
36794,2236,2240
36795,2260,2104
36796,2431,2204
36797,2311,2279
36798,2267,1942
36799,2216,2032
36800,2161,2309
36801,2139,2258
36802,2219,2058
36803,2252,2278
36804,2295,2034
36805,2076,2368
36806,2265,2110
36807,2280,2126
36808,1973,2185
36809,2075,2363
36810,2262,2250
36811,2079,2314
36812,2322,2153
36813,2162,2145
36814,2036,2263
36815,2232,2146
36816,2287,2177
36817,2138,2349
36818,2329,2311
36819,2140,2062
36820,2357,2448
36821,2300,2262
36822,2350,2354
36823,2284,2037
36824,2410,2247
36825,2240,2324
36826,2365,2077
36827,2248,2162
36828,2199,2307
36829,2199,2321
36830,2188,2128
36831,2373,2180
36832,2342,2150
36833,2217,2170
36834,2422,2031
36835,2215,2205
36836,2290,2288
36837,2361,2215
36838,1958,1832
36839,2371,2265
36840,2262,2355
36841,2236,2203
36842,2096,2110
36843,2165,2229
36844,2372,2203
36845,2387,2165
36846,2017,2034
36847,2017,1961
36848,2283,2248
36849,2479,2262
36850,2306,2086
36851,2412,2160
36852,2401,2321
36853,2212,2140
36854,2163,2403
36855,2362,2451
36856,2302,2184
36857,2201,2292
36858,2263,2206
36859,2130,2147
36860,2145,2173
36861,2282,2246
36862,2258,2382
36863,2378,2388
36864,1998,2307
36865,2303,2144
36866,2374,2154
36867,1992,2102
36868,2122,2318
36869,2310,2230
36870,2185,2470
36871,2100,2358
36872,2108,2289
36873,2202,2357
36874,2451,2422
36875,2271,2219
36876,2183,2273
36877,2395,2322
36878,2379,2310
36879,2222,2309
36880,2409,2457
36881,2280,2211
36882,2370,2430
36883,2274,2022
36884,2425,2251
36885,2288,2206
36886,2338,2490
36887,2134,2047
36888,2187,2159
36889,2312,2073
36890,2452,2394
36891,2049,2264
36892,2103,1949
36893,2169,2262
36894,2268,2061
36895,2327,2145
36896,2430,2474
36897,2363,2430
36898,2271,2059
36899,2251,2375
36900,2394,2297
36901,2287,2227
36902,2390,2366
36903,2364,2412
36904,2352,2415
36905,2274,2135
36906,1963,2007
36907,2357,2188
36908,2428,2489
36909,2189,2258
36910,2123,2310
36911,2285,2243
36912,2199,2258
36913,2224,2140
36914,2312,2295
36915,2476,2211
36916,2119,2122
36917,2011,2265
36918,2247,2208
36919,1951,2205
36920,2084,2120
36921,2015,2257
36922,2007,2103
36923,2203,2115
36924,2059,2086
36925,2219,2381
36926,2431,2077
36927,2108,2187
36928,2345,2396
36929,2317,2311
36930,2357,2236
36931,2253,2418
36932,2160,2194
36933,2496,2406
36934,2164,2467
36935,1979,2020
36936,2273,2038
36937,2409,2189
36938,2352,2105
36939,2362,2316
36940,2498,2374
36941,2500,2455
36942,2315,2137
36943,2177,2410
36944,1796,1921
36945,2092,1822
36946,2032,2177
36947,1942,2274
36948,2425,2378
36949,2181,2277
36950,2533,2295
36951,2444,2483
36952,2127,2391
36953,2463,2142
36954,2226,2324
36955,2176,2171
36956,2339,2211
36957,2346,2314
36958,2151,2276
36959,2273,2025
36960,2192,2327
36961,2053,2024
36962,2332,2241
36963,2240,2370
36964,2136,2353
36965,2290,2104
36966,2436,2347
36967,2246,2388
36968,2446,2154
36969,2138,2094
36970,2409,2565
36971,2127,2131
36972,2261,2245
36973,2343,2428
36974,1855,1809
36975,2002,2279
36976,2182,2342
36977,2243,2298
36978,2333,2402
36979,1994,2157
36980,2183,2325
36981,2032,2165
36982,2238,2299
36983,2125,2085
36984,2223,2317
36985,2221,2192
36986,2030,2391
36987,1964,2311
36988,2258,1878
36989,2392,2166
36990,2071,2380
36991,2540,2218
36992,2280,2420
36993,2407,2266
36994,2425,2272
36995,2254,1854
36996,2245,2064
36997,2253,2258
36998,2018,2289
36999,2325,2303
37000,2201,2389
37001,1901,2177
37002,2314,2186
37003,2042,2334
37004,2231,2417
37005,2330,2430
37006,2060,2025
37007,2023,1963
37008,2323,2337
37009,2146,2147
37010,2315,2062
37011,2126,2246
37012,2476,2333
37013,2139,1979
37014,2079,1787
37015,2372,2145
37016,2194,2065
37017,2258,2188
37018,2159,2382
37019,1900,2315
37020,2192,2134
37021,2255,2083
37022,2325,2518
37023,2413,2184
37024,1991,2140
37025,2239,2441
37026,2348,2290
37027,1930,1951
37028,2217,2170
37029,2237,2327
37030,2352,2303
37031,2338,2094
37032,2167,2098
37033,2141,2084
37034,2220,2249
37035,1734,2252
37036,2213,2244
37037,2132,2384
37038,2272,2190
37039,2148,2228
37040,2261,2289
37041,2147,2418
37042,2288,2309
37043,2229,2122
37044,2321,1994
37045,2006,1910
37046,2147,2326
37047,2314,2194
37048,2272,2045
37049,2135,2387
37050,2147,2154
37051,2321,2265
37052,2226,2372
37053,2248,2204
37054,2447,2222
37055,2503,2254
37056,2219,2140
37057,2197,2242
37058,2350,2414
37059,2054,2101
37060,2024,2171
37061,2313,2244
37062,2077,2412
37063,2373,2127
37064,2441,2352
37065,2175,2387
37066,1797,2131
